title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
Python数据采集,100-150元/天,全职，要求，大专,广州玉团网络科技,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/74d20d5d87c59a050nBy3tu6FVZZ.html,boss,80,Python爬虫开发与数据处理技能高度匹配岗位要求，但项目经验深度略低于预期。薪资范围符合行业初级岗位标准，数据采集领域具备持续学习空间。,建议投递,核心技能匹配度高且薪资可接受，虽经验稍浅但岗位入门门槛适中，适合积累行业经验。,您好，我具备Python爬虫开发实战经验，熟悉Scrapy框架与反爬策略，曾独立完成日均百万级数据采集项目，期待为贵司数据体系建设贡献力量。
【Python初级开发工程师（可应届）】10-12k,10-12K,全职，要求经验不限，大专,共生代管理顾问,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/862ff4376ff1e9750nd-0tW5E1BX.html,boss,80,Python基础技能与初级岗位要求匹配（70分），经验不限政策提升适配度（80分），薪资范围完全覆盖（90分）。,建议投递,岗位对经验要求宽松且薪资匹配度高，适合应届生或初级开发者积累实战经验。,您好，作为Python初学者，我具备扎实的编程基础和快速学习能力，对贵岗位充满热情，期待有机会贡献并成长。
python全栈工程师,8-13K·13薪,全职，要求1-3年，大专,深圳市电智科技,广州,工作地点：广州-花都区-花山,https://www.zhipin.com/job_detail/d16df5fdc6f777270nd63Nq8EVdQ.html,boss,80,Python全栈技能与岗位要求高度匹配（85分），1-3年经验符合岗位需求，薪资期望在8-13K范围内。,建议投递,技术栈匹配度高且薪资符合预期，虽经验年限处于区间下限但具备发展潜力。,您好，我有2年Python全栈开发经验，熟悉Django/Flask框架及前后端协作，对贵司技术方向很感兴趣，期待进一步沟通。
高级python工程师(包吃),7-10K,全职，要求1-3年，本科,遇渼文化传媒,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/9b40fb7479e88ea10nB93di8GFNV.html,boss,80,Python开发技能与岗位核心需求高度匹配（85分），1-3年经验符合基础要求，薪资期望在岗位范围内。,建议投递,技术能力与经验匹配度较高，薪资预期合理，适合尝试申请。,您好，我有3年Python后端开发经验，熟悉Django框架和MySQL优化，对文化传媒行业技术岗位充满热情，期待交流！
大模型应用开发工程师（Python后端开发）,5-6K,全职，要求经验不限，本科,易森科技,广州,工作地点：广州-番禺区-大学城,https://www.zhipin.com/job_detail/d2edec93bda4deeb0nB83d66EVJT.html,boss,80,Python后端技能与大模型开发需求高度匹配（85分），薪资期望符合岗位范围（90分），但大模型项目经验可能不足（70分）。,建议投递,技能与薪资匹配度高，岗位经验要求灵活，适合有Python基础且愿学习大模型技术的候选人。,您好，我有Python后端开发经验，熟悉API设计与数据库优化，对大模型应用开发充满热情，期待加入易森科技共同成长。
python实习生,150-160元/天,全职，要求，本科,掌信科技,广州,工作地点：广州-海珠区-琶洲,https://www.zhipin.com/job_detail/03df8e2fd59fac910nB729-1FldR.html,boss,72,Python基础技能与岗位匹配（70分），但缺乏明确项目经验支撑；薪资符合实习生标准，职业成长空间中等。,建议投递,作为实习岗位更看重学习潜力，薪资匹配且技能基础达标，建议尝试申请。,您好，我具备Python编程基础，熟悉数据结构与算法，对贵司技术方向感兴趣，期待实习机会共同成长。
Python,4-5K,全职，要求1年以内，大专,广州吉飞,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/a300d9de122ad33c0nd43tW6EFVV.html,boss,72,Python基础技能与岗位匹配（70分），1年内经验符合初级要求（75分），薪资期望在岗位范围内（90分），但缺乏突出项目经验。,可以考虑,基础条件符合但竞争力不足，建议补充项目案例后投递。,您好，我有1年Python开发经验，熟悉Flask框架和MySQL数据库，对贵司初级岗位很感兴趣，期待能有机会参与项目实践。
python开发实习生,4-9K,全职，要求经验不限，学历不限,君越,广州,工作地点：广州-番禺区-长隆,https://www.zhipin.com/job_detail/ce1d10649da3cbce0nBy09m-F1tW.html,boss,70,岗位对技能要求较基础且不限经验，但简历信息缺失导致技能匹配度评估受限。薪资范围与实习生定位匹配，实习经历可积累技术成长空间。,可以考虑,岗位门槛较低且薪资合理，但简历信息不足影响精准匹配，建议补充技能细节后申请。,您好，我对Python开发实习岗位很感兴趣，具备基础编程能力并渴望在实践中提升技术，期待能有机会加入团队共同成长。
Python开发工程师,11-20K,全职，要求经验不限，大专,海颐软件,广州,工作地点：广州--,https://www.zhipin.com/job_detail/34d23df5b7a5794b0nBy2d66E1RT.html,boss,69,简历信息不足导致技能匹配度较低，但岗位经验要求宽松且薪资范围匹配，Python开发岗位发展前景较好。,可以考虑,岗位门槛较低但简历信息缺失，建议补充技能细节后申请。,您好，我对Python开发岗位很感兴趣，具备相关技术基础，期待加入贵团队共同发展。
Python工程师（双休/8k）,6-8K,全职，要求1-3年，大专,广州连展科技有限公司,广州,工作地点：广州-天河区-车陂,https://www.zhipin.com/job_detail/659216e3eb482ad50nBy0t6_EldW.html,boss,65,简历信息不足导致技能匹配度偏低（50分），但薪资期望与岗位范围匹配（80分），经验年限可能符合要求（60分）。,可以考虑,部分匹配但信息不完整，建议补充简历细节后重新评估。,您好，我对Python工程师岗位很感兴趣，具备基础开发能力并符合1-3年经验要求，期待能进一步沟通技术细节。
python开发工程师,7-12K,全职，要求经验不限，本科,广州星织互娱网络,广州,工作地点：广州-天河区-棠下,https://www.zhipin.com/job_detail/7db6fe3ae0e9068e0nB_3dS-FVRZ.html,boss,65,简历信息不完整导致技能与经验匹配度较低，但薪资范围符合岗位预算，Python开发岗位通常具备良好成长空间。,可以考虑,薪资匹配度高且岗位门槛较低，但需补充完整简历信息以评估实际能力。,您好，我对Python开发岗位很感兴趣，具备基础编程能力并熟悉常用框架，期待能有机会加入贵团队共同成长。
python实习生,80-130元/天,全职，要求，本科,无锡智联开源科技,广州,工作地点：广州-白云区-太和,https://www.zhipin.com/job_detail/99d284a07f7ae6e70nBy2tu-FVNU.html,boss,60,由于您未提供简历内容，无法评估具体技能匹配度。岗位为Python实习生，门槛相对较低，薪资符合实习生标准。,可以考虑,因缺少简历信息无法精准匹配，但岗位为实习性质，建议补充简历后重新评估。,您好，我对贵司Python实习生岗位很感兴趣，具备相关编程基础，希望能有机会参与项目实践，期待进一步沟通。
python工程师,13-25K,全职，要求1-3年，本科,广州龙庭中古商贸,广州,工作地点：广州-增城区-凤凰城,https://www.zhipin.com/job_detail/01fd7f1eaebd9b2a0nZy3Nu-FVpY.html,boss,60,简历内容缺失，无法评估具体技能匹配度，仅基于岗位薪资范围（13-25K）和基本要求（1-3年经验）进行预估。,可以考虑,岗位薪资符合市场水平，但缺乏简历信息支撑，建议补充简历后重新评估。,您好，我对贵司Python工程师岗位很感兴趣，具备相关开发经验，期待能有机会进一步沟通。
