title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
ai训练师（常驻梅州、电器大品牌）,6-10K,全职，要求1-3年，大专,上海能良,广州,工作地点：广州-天河区-体育中心,https://www.zhipin.com/job_detail/c128e957e18955fa0nBz2t66EFpV.html,boss,88,候选人持有‘人工智能训练师三级证书’，且项目经验涵盖大模型微调、计算机视觉及机器人控制，与AI训练师岗位要求高度契合。,强烈推荐,技能与证书完全匹配，项目经验扎实，薪资期望在岗位范围内，具备极高的入职潜力。,您好，我持有‘人工智能训练师三级证书’，熟悉大模型微调与CV算法落地，有国赛一等奖经验，非常契合贵司AI训练师岗位，期待沟通！
ai训练师,15-20K,全职，要求1-3年，大专,一一生物,广州,工作地点：广州-白云区-太和,https://www.zhipin.com/job_detail/70d9ef4bb5bfd1c70nBz29S9ElFQ.html,boss,85,候选人具备大模型部署、微调及计算机视觉等核心AI技能，与AI训练师岗位要求高度匹配。项目经验涵盖模型训练与落地，且有相关竞赛获奖，经验相关性较强。,强烈推荐,技能与岗位核心需求高度契合，且拥有相关竞赛一等奖及项目落地经验，薪资期望在合理范围内，极具竞争力。,您好，我对AI训练师岗位非常感兴趣。我有大模型微调、CV及多项目落地经验，曾获人工智能大赛一等奖，期待能与您进一步沟通。
ai训练师,5-10K·13薪,全职，要求经验不限，大专,艾珂圣科技,广州,工作地点：广州-番禺区-石基,https://www.zhipin.com/job_detail/ef51be785f55c467031-09u5ElJW.html,boss,83,您的计算机视觉、大模型微调及Python技能与AI训练师岗位高度契合，项目经验中涉及模型训练与部署，具备扎实的技术基础。,建议投递,技能匹配度高，学历符合大专要求，且具备AI相关竞赛获奖经历，是岗位的理想人选。,您好，我对AI训练师岗位非常感兴趣。我有计算机视觉与大模型微调经验，曾获人工智能大赛一等奖，期待能加入贵司。
ai训练师-双休-年终奖,10-15K,全职，要求1年以内，本科,广州盛为电子,广州,工作地点：广州-白云区-三元里,https://www.zhipin.com/job_detail/1a4589c633ee76a80nB50t20FlJV.html,boss,82,您的大模型微调、YOLO训练及OpenCV技能与AI训练师岗位高度匹配（90分），项目经验扎实。但学历为大专，与岗位要求的本科存在一定差距，经验年限符合1年以内要求。,建议投递,技能完全对口且具备竞赛获奖优势，虽然学历稍弱，但项目实战能力强，值得尝试争取面试机会。,您好，我有大模型微调与YOLO训练实战经验，获过人工智能大赛一等奖，非常契合贵司AI训练师岗位，期待进一步沟通。
数据标注/AI训练师,110-120元/天,全职，要求，大专,广州振轩智能科技,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/a7ec758a7a2fd9520nBz0ty0EVRQ.html,boss,80,您的 AI 模型训练、微调及计算机视觉项目经验与岗位高度契合（90分），且拥有相关竞赛奖项，远超基础标注要求。薪资虽处于行业入门水平，但作为 AI 训练师岗位，能积累核心模型训练经验。,建议投递,候选人具备 AI 训练师核心技能，项目经验扎实，虽薪资略低但岗位能积累宝贵经验，建议作为入门或过渡岗位申请。,您好，我有 AI 模型训练与微调经验，获过人工智能大赛一等奖，熟悉 CV 与数据标注流程，希望能加入贵司。
智能客服AI训练师,8-12K·13薪,全职，要求1-3年，本科,致远电子,广州,工作地点：广州-天河区-科学城,https://www.zhipin.com/job_detail/bf7c7404b55e72690nZ83Nu-GFdX.html,boss,80,您的 Python 和 AI 模型微调技能与智能客服训练师岗位高度匹配（85分），具备大模型部署经验。虽然学历为大专，但项目经历丰富，经验相关性较好（70分）。薪资期望未明确，但岗位 8-12K 符合应届生/初级工程师水平（90分）。,建议投递,技能匹配度高，具备 AI 模型训练与部署实战经验，薪资在期望范围内，建议投递。,您好，我有 Python 及大模型微调实战经验，熟悉计算机视觉与模型部署，对智能客服 AI 训练师岗位非常感兴趣，期待进一步沟通。
AI训练实施工程师（财税行业应用方向）,8-10K,全职，要求1-3年，大专,民升财税,广州,工作地点：广州--,https://www.zhipin.com/job_detail/76c1e9411c4401080nB92dy7F1tZ.html,boss,78,候选人具备大模型部署、微调及计算机视觉经验，与AI训练实施岗位核心技能高度匹配。但工作年限可能不足1年（2006年出生），且缺乏财税行业背景，经验相关性稍弱。,建议投递,技能匹配度高，薪资在期望范围内，建议投递。,您好，我有大模型部署与微调经验，曾获AI大赛一等奖，对财税AI应用方向很感兴趣，期待进一步沟通。
AI训练师(空间大),10-15K,全职，要求3-5年，本科,Frog,广州,工作地点：广州-白云区-黄石,https://www.zhipin.com/job_detail/499f43c9786cdab303J50tS5FlVW.html,boss,75,您的 Python、大模型微调及计算机视觉技能与 AI 训练师岗位高度匹配（85分），项目经验扎实。但岗位要求本科及3-5年经验，您目前学历为大专且工作年限较短，经验相关性得分略低（70分）。,可以考虑,技能栈非常契合，但学历和工作年限未完全达到硬性要求，建议作为备选尝试投递，突出项目成果以弥补硬性条件差距。,您好，我对贵司 AI 训练师岗位很感兴趣。我有 Python 及大模型微调实战经验，获过人工智能大赛一等奖，希望能有机会与您沟通。
AI训练（葡萄牙语）,6-10K,全职，要求经验不限，本科,虎跃数据,广州,工作地点：广州-天河区-龙洞,https://www.zhipin.com/job_detail/a2719734371baec30nF62tq9F1RR.html,boss,65,候选人具备 Python 和 AI 项目经验，但岗位核心要求葡萄牙语能力未在简历中体现，且学历为大专（岗位要求本科），存在硬性门槛差距。,可以考虑,虽然候选人有 AI 相关项目经验，但缺乏葡萄牙语技能且学历不符，建议作为备选尝试，需确认语言要求是否可放宽。,您好，我对 AI 训练岗位很感兴趣。我有 Python 和计算机视觉项目经验，曾参与大模型部署，希望能进一步沟通岗位对语言能力的具体要求。
AI训练师,24-30K,全职，要求1-3年，本科,无添加化妆品,广州,工作地点：广州-黄埔区-南岗,https://www.zhipin.com/job_detail/556a3cb121be82f20nB82Nq7ElRS.html,boss,60,您的Python、大模型微调及计算机视觉技能与AI训练师岗位高度匹配（85分），项目经验也具备相关性（70分）。但岗位明确要求本科学历，您为大专学历，且薪资期望24-30K远超应届生/初级水平，薪资匹配度较低（30分）。,可以考虑,技能匹配度高，但学历和薪资期望存在较大差距，建议作为备选尝试投递，重点突出竞赛获奖和项目落地能力。,您好，我对AI训练师岗位非常感兴趣。我有大模型微调、CV项目落地经验及国赛一等奖，虽学历为大专，但技术实战能力强，期待能有机会沟通。
AI标注员-小语种方向-（葡萄牙语/印尼语）,6-10K,全职，要求经验不限，本科,上海勤穆网络科技,广州,工作地点：广州-天河区-龙洞,https://www.zhipin.com/job_detail/9e2f0237de78db590nd839q4GVRW.html,boss,35,候选人具备 AI 开发背景，但岗位为 AI 标注，技能严重错配。学历为大专，岗位要求本科，存在硬性门槛。薪资范围符合预期，但职业发展方向与候选人求职意向（开发/AI工程师）不符。,不推荐,岗位为 AI 标注，与候选人开发/AI 工程师的求职意向严重不符，且学历未达本科要求，职业发展空间有限。,您好，我有 AI 开发与模型微调经验，虽对标注岗位感兴趣，但更希望从事开发类工作，不知是否有其他机会？
AI标注员-小语种方向-（葡萄牙语/印尼语）,6-10K,全职，要求经验不限，本科,华剑全全,广州,工作地点：广州-天河区-龙洞,https://www.zhipin.com/job_detail/e774623b280b17cd0nB82dS6EFBX.html,boss,27,岗位核心要求小语种（葡萄牙语/印尼语）能力，简历中完全未体现相关语言背景；候选人具备AI开发与CV技能，与基础标注工作严重错位。,不推荐,技能完全不匹配，且候选人具备AI开发能力，从事标注工作属于职业降级，建议寻找AI开发或算法相关岗位。,您好，我有AI开发与训练背景，熟悉大模型微调及CV技术。虽岗位为标注方向，但希望能探讨是否有更匹配的技术岗机会，期待沟通。
AI训练师实习生【实习4个月及以上】,80-130元/天,全职，要求，本科,励丰文化科技,广州,工作地点：广州-黄埔区-科学城,https://www.zhipin.com/job_detail/e72ab10c755fa0210nB43dq9F1RZ.html,boss,0,"AI 评分失败: Error code: 400 - {'error': {'message': 'engine is not available temporarily', 'type': 'failed_precondition_error', 'code': '9'}}",不推荐,AI 分析失败，无法给出推荐,您好，我对贵公司的AI训练师实习生【实习4个月及以上】很感兴趣，希望能进一步沟通。
ai训练师,13-26K,全职，要求1-3年，本科,十月六,广州,工作地点：广州-白云区-黄边,https://www.zhipin.com/job_detail/3682a0c8a684b2370nV83di1ElNQ.html,boss,0,"AI 评分失败: Error code: 400 - {'error': {'message': 'engine is not available temporarily', 'type': 'failed_precondition_error', 'code': '9'}}",不推荐,AI 分析失败，无法给出推荐,您好，我对贵公司的ai训练师很感兴趣，希望能进一步沟通。
数据标注/ai训练师,10-15K,全职，要求在校/应届，本科,广东工创智造科技,广州,工作地点：广州-番禺区-大学城,https://www.zhipin.com/job_detail/e6716a76a7a5a3be0nV539q1EFBW.html,boss,0,"AI 评分失败: Error code: 400 - {'error': {'message': 'engine is not available temporarily', 'type': 'failed_precondition_error', 'code': '9'}}",不推荐,AI 分析失败，无法给出推荐,您好，我对贵公司的数据标注/ai训练师很感兴趣，希望能进一步沟通。
