title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
AI训练师/Python数据采集开发,8-13K,全职，要求经验不限，本科,合创孵化器,广州,工作地点：广州-天河区-林和,https://www.zhipin.com/job_detail/e0c251c965a3e8000nBy2dq4F1VZ.html,boss,87,候选人持有AI训练师证书且精通Python与计算机视觉，项目经验高度对口；虽为大专学历但岗位不限经验，技能与实战能力完全覆盖岗位需求。,强烈推荐,技能与证书高度对口，项目经验扎实，虽学历为大专但岗位不限经验，性价比极高。,您好，我持有AI训练师证书，精通Python及大模型微调，有丰富计算机视觉项目经验，与贵司岗位高度匹配，期待沟通！
全维度影视 AI 训练师（双休）,150-160元/天,全职，要求，大专,广州吉飞,广州,工作地点：广州--,https://www.zhipin.com/job_detail/9bd278b4814c6c7a0nB92tW0F1pR.html,boss,85,候选人具备大模型部署、微调及计算机视觉（OpenCV/YOLO）等核心技能，与影视AI训练师岗位高度契合。拥有人工智能训练师证书及国赛一等奖，项目经验中涉及机器人智能巡检与大模型应用，实战能力强。,强烈推荐,技能栈与岗位需求高度重合，且具备相关证书与竞赛荣誉，薪资期望与岗位预算匹配，是极具潜力的候选人。,您好，我对影视AI训练师岗位非常感兴趣。我有大模型微调、YOLO训练及OpenCV实战经验，并持有AI训练师证书，期待能与您进一步沟通。
智能训练师【base 厦门】,12-18K·13薪,全职，要求1-3年，大专,跑红集团,广州,工作地点：广州-花都区-花山,https://www.zhipin.com/job_detail/ba0e657df84e86560nd639-0EVBT.html,boss,85,您的 Python、大模型微调及计算机视觉技能与智能训练师岗位高度契合（90分），且持有相关证书。虽然工作年限较短，但项目经验丰富，具备较强的实操能力。,建议投递,技能匹配度极高，拥有人工智能训练师证书及大模型相关项目经验，薪资期望在合理范围内，建议积极申请。,您好，我持有AI训练师证书，精通Python及大模型微调，有计算机视觉与机器人项目实战经验，非常契合贵司智能训练师岗位，期待沟通。
AI训练师（接受小白）,6-8K,全职，要求经验不限，本科,阿里巴巴智能信息事业群,广州,工作地点：广州-天河区-高唐,https://www.zhipin.com/job_detail/e6af56c86056448c0nB82Ny_GFRR.html,boss,85,您的 Python、大模型部署及计算机视觉技能与 AI 训练师岗位高度匹配（95分），项目经验扎实。但学历为大专，与岗位要求的本科存在硬性门槛差异，经验相关性略受影响。,建议投递,技能完全覆盖岗位需求且超出预期，虽然学历有门槛，但阿里平台及岗位接受小白，值得尝试争取面试机会。,您好，我有 Python 及大模型微调实战经验，获过人工智能大赛一等奖，对阿里 AI 训练师岗位非常感兴趣，期待沟通。
数据标注/ai训练师（双休）,6-8K,全职，要求经验不限，大专,安阳木驰信息科技,广州,工作地点：广州-天河区-岗顶,https://www.zhipin.com/job_detail/466695d7d5d3389a0nd-092-F1VQ.html,boss,85,您的AI项目经验（大模型、CV）与岗位高度契合，技能远超基础标注要求。薪资范围符合应届生预期，但岗位技术深度略低于您的开发能力。,建议投递,技能完全覆盖且有余力，作为AI训练师能快速上手，是进入AI行业的优质切入点。,您好，我有大模型微调及计算机视觉项目经验，获过人工智能大赛一等奖，能胜任数据标注与训练工作，期待加入团队。
comfyui训练师,15-20K,全职，要求1-3年，大专,克洛斯,广州,工作地点：广州-白云区-三元里,https://www.zhipin.com/job_detail/e5beee042db04cb20nB_2dq4ElJR.html,boss,82,候选人具备扎实的Python及AI模型训练背景，与ComfyUI底层逻辑高度契合，虽未明确提及该工具，但技术栈迁移能力强。,建议投递,技术栈高度相关，具备从模型训练到部署的完整经验，符合岗位核心需求。,您好，我有Python及大模型微调经验，熟悉CV与模型部署，对ComfyUI工作流有浓厚兴趣，期待能为您团队创造价值。
AI训练师(漫剧),3-8K,全职，要求1-3年，学历不限,广州市星洋文化传播,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/6d67e3d42a0068a60nd92Ni9ElFY.html,boss,82,候选人持有‘人工智能训练师三级证书’，且项目经验包含大模型部署与微调、计算机视觉，与AI训练师岗位高度契合。,建议投递,技能匹配度高，薪资在期望范围内，建议投递。,您好，我持有AI训练师三级证书，有千问大模型微调及CV项目经验，非常契合贵司漫剧AI训练师岗位，期待沟通。
AI 应用工程师/专员（女装直播/电商方向）,6-10K,全职，要求1-3年，学历不限,宇雯星辰,广州,工作地点：广州-番禺区-钟村,https://www.zhipin.com/job_detail/f4428273096fa8a70nZ539W5EFZS.html,boss,80,您的大模型部署、微调及计算机视觉技能与岗位高度匹配（85分），且拥有省级人工智能大赛一等奖，技术实力突出。虽然工作年限略低于1-3年要求，但项目实战经验丰富，可弥补经验差距。,建议投递,技能栈与AI应用岗位高度契合，薪资范围合理，且具备较强的技术落地能力，值得申请。,您好，我有大模型部署与CV实战经验，获过人工智能大赛省一等奖，对AI赋能直播电商很有热情，期待沟通。
招聘兼职AI训练师（项目制）,5-8K,全职，要求1-3年，大专,巨匠职教,广州,工作地点：广州-越秀区-华乐,https://www.zhipin.com/job_detail/b4c68f8b9460d33b0nZy09-0ElBQ.html,boss,80,候选人具备人工智能训练师证书及多个AI相关项目经验（如人脸识别、模型微调），技能与岗位高度匹配。但项目经验多为校园/竞赛性质，实际工作年限可能略低于1-3年要求。,建议投递,技能匹配度高，薪资在期望范围内，且候选人持有相关证书，建议投递。,您好，我持有AI训练师三级证书，有计算机视觉与大模型微调项目经验，对贵司兼职AI训练师岗位非常感兴趣，期待进一步沟通。
AI训练师（仿真人短剧方向）双休近地铁,5-10K,全职，要求1-3年，大专,稻娱,广州,工作地点：广州-番禺区-大学城,https://www.zhipin.com/job_detail/b49221715f06a5b40nB82N21GFJZ.html,boss,78,候选人具备大模型微调、计算机视觉及人工智能训练师证书，技能高度匹配岗位核心需求；但工作年限不足1年，与岗位要求的1-3年经验存在差距。,建议投递,技能匹配度极高且有相关证书加持，虽然工作年限稍短，但项目经验丰富，属于高潜力候选人。,您好，我对AI训练师岗位非常感兴趣。我有大模型微调及CV项目经验，持有AI训练师三级证书，曾获省赛一等奖，期待能与您沟通。
