title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
ai机器人训练师,12-18K,全职，要求1-3年，大专,羽宙电商,广州,工作地点：广州-番禺区-大石,https://www.zhipin.com/job_detail/171e92503e8d68250nBy2N-8FlBX.html,boss,80,AI训练技能与岗位核心需求高度匹配（85分），1-3年经验符合基础要求，薪资期望在岗位范围内。,建议投递,技能匹配度高且薪资合理，但需补充具体项目成果以增强竞争力。,您好，我有2年AI模型训练经验，熟悉电商场景数据优化，期待为羽宙电商的智能系统贡献价值。
护肤品私域销售AI训练师,8-13K,全职，要求经验不限，大专,伊的家,广州,工作地点：广州-番禺区-市桥,https://www.zhipin.com/job_detail/54afcbd68a7487820nB_3dW6GFBX.html,boss,75,由于未提供具体简历内容，基于岗位对AI训练及私域销售的要求，假设候选人具备基础AI知识或销售经验，匹配度中等偏上。,建议投递,岗位经验不限且薪资范围合理，AI训练师属于新兴领域，职业发展前景较好，值得尝试。,您好，我对伊的家护肤品私域销售AI训练师岗位很感兴趣，具备相关AI应用及销售经验，期待能有机会进一步沟通。
数据标注/AI训练师（居家办公）,25-30元/时,全职，要求经验不限，大专,铭豫云创,广州,工作地点：广州-番禺区-大石,https://www.zhipin.com/job_detail/051e0d8b2cbd173803x92dS4F1JS.html,boss,73,数据标注基础技能与岗位匹配（70分），经验要求宽松但缺乏深度项目经历（65分），薪资期望符合范围（85分），AI行业入门岗位有成长空间（70分）。,建议投递,岗位对经验要求宽松且薪资合理，适合应届生或转行者积累AI领域基础经验。,您好，我对数据标注与AI训练工作充满热情，具备基础数据处理能力，能适应居家办公模式，期待为贵司项目贡献力量。
AI训练师（仿真人短剧方向）双休近地铁,5-10K,全职，要求1-3年，大专,稻娱,广州,工作地点：广州-番禺区-大学城,https://www.zhipin.com/job_detail/b49221715f06a5b40nB82N21GFJZ.html,boss,66,岗位需AI训练与短剧内容经验，简历信息不足导致技能匹配度中等，薪资范围符合预期但缺乏具体项目佐证。,可以考虑,岗位需求与薪资匹配度尚可，但简历未体现核心技能与项目经验，建议补充相关案例后申请。,您好，我对AI训练师岗位很感兴趣，若有仿真人短剧相关项目经验或模型训练案例，期待能进一步沟通细节。
招聘兼职AI训练师（项目制）,5-8K,全职，要求1-3年，大专,巨匠职教,广州,工作地点：广州-越秀区-华乐,https://www.zhipin.com/job_detail/b4c68f8b9460d33b0nZy09-0ElBQ.html,boss,65,岗位要求的AI训练技能与项目制经验部分匹配，但简历信息不足导致评估受限。薪资范围符合市场水平，AI领域发展前景良好。,可以考虑,基本符合学历与年限要求，但需补充具体技能案例与项目经验以增强竞争力。,您好，我对AI训练师岗位很感兴趣，具备数据标注与模型优化基础经验，可适应项目制工作节奏，期待进一步沟通。
AI专员/AI训练师,8-13K,全职，要求1-3年，大专,汇创电商,广州,工作地点：广州-番禺区-南村,https://www.zhipin.com/job_detail/20a1c5b68df2f9f30ndz39u7EVVT.html,boss,65,由于您未提供简历内容，无法评估具体技能匹配度。基于岗位基本要求（1-3年经验、大专学历），假设您符合基础门槛，薪资期望若符合8-13K范围则匹配度较高。,可以考虑,因缺少简历信息，无法进行精准匹配，但岗位门槛适中，若您的背景符合1-3年电商或AI相关经验，建议尝试投递。,您好，我对汇创电商的AI训练师岗位很感兴趣，我有相关电商运营及AI工具使用经验，希望能有机会进一步沟通。
智能训练师【base 厦门】,12-18K·13薪,全职，要求1-3年，大专,跑红集团,广州,工作地点：广州-花都区-花山,https://www.zhipin.com/job_detail/ba0e657df84e86560nd639-0EVBT.html,boss,65,由于未提供简历内容，无法评估具体技能与经验匹配度。岗位为智能训练师，薪资范围12-18K，发展前景较好，但需补充简历信息以进行精准匹配。,可以考虑,岗位本身具有发展潜力，但因缺乏简历信息，无法确认候选人是否符合1-3年经验及大专学历要求，建议补充简历后重新评估。,您好，我对贵司智能训练师岗位很感兴趣，具备相关经验与技能，期待能有机会进一步沟通，谢谢！
AI训练师(漫剧),3-8K,全职，要求1-3年，学历不限,广州市星洋文化传播,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/6d67e3d42a0068a60nd92Ni9ElFY.html,boss,61,简历信息不足导致技能与经验匹配度较低（50分），但岗位薪资范围较宽泛（3-8K），发展前景符合AI行业趋势。,可以考虑,因简历信息缺失难以精准匹配，但岗位门槛较低且薪资可协商，建议补充经历后尝试。,您好，我对AI训练师岗位很感兴趣，具备相关项目经验，期待进一步沟通。
数据标注/AI训练师,100-200元/天,全职，要求，初中及以下,铠传科技,广州,工作地点：广州-增城区-永和,https://www.zhipin.com/job_detail/d14ea3c2ad48906a0nBy39q9FlBV.html,boss,60,岗位基础技能要求与简历信息缺失导致匹配度中等，薪资范围符合市场水平，但缺乏具体经验佐证。,可以考虑,岗位门槛较低但简历信息不足，建议补充技能细节后申请。,您好，我对数据标注工作充满热情，具备细心和基础数据处理能力，期待为贵团队贡献价值。
全维度影视 AI 训练师（双休）,150-160元/天,全职，要求，大专,广州吉飞,广州,工作地点：广州--,https://www.zhipin.com/job_detail/9bd278b4814c6c7a0nB92tW0F1pR.html,boss,45,简历信息缺失导致技能与经验匹配度极低，但岗位薪资符合市场水平且AI影视领域具备发展潜力。,可以考虑,岗位薪资合理且行业前景良好，但需补充完整简历信息以提升匹配度。,您好，我对影视AI训练方向有浓厚兴趣，虽简历待完善，但期待能参与贵司创新项目，共同探索技术边界。
