title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
高级python工程师,8-12K,全职，要求1-3年，本科,湖南喜行网络科技,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/9c4c22e67e9abf210nd62965EFVT.html,boss,80,Python技术栈与岗位要求高度匹配（85分），1-3年经验符合初级高级岗定位（70分），薪资范围在岗位区间内（90分）。,建议投递,核心技能匹配度高且薪资合理，虽经验年限处于要求下限但具备成长空间。,您好，我有3年Python开发经验，熟悉Django/Flask框架及Redis缓存优化，对贵司业务方向很感兴趣，期待技术细节沟通。
Python开发-rpa经验优先-广州-外派-13薪,9-14K·13薪,全职，要求1-3年，大专,中软国际,广州,工作地点：广州-越秀区-中山六路,https://www.zhipin.com/job_detail/2dee0abb9088eb2c0nF63d69FVVQ.html,boss,75,岗位核心要求 Python 开发与 RPA 经验，因简历内容缺失，技能匹配度基于岗位需求假设评估。薪资范围 9-14K 较宽泛，候选人期望未明确，薪资匹配度较高。,可以考虑,由于简历内容缺失，无法准确评估候选人实际能力与 RPA 经验，建议补充简历后重新评估，目前仅作为备选参考。,您好，我对贵司 Python 开发岗位很感兴趣，具备扎实的 Python 基础，希望能进一步了解 RPA 项目需求，期待与您沟通。
Python,10-15K,全职，要求3-5年，本科,深圳永动软件有限公司,广州,工作地点：广州-荔湾区-龙溪,https://www.zhipin.com/job_detail/2313d46b0a6cb06f0nVy2N20E1BR.html,boss,70,Python技能与岗位需求匹配（70分），但简历未明确展示3-5年相关经验，薪资期望未提供具体数值。,可以考虑,技能基础匹配但经验细节不足，薪资范围符合岗位预算，建议补充简历后投递。,您好，我具备Python开发基础及项目经验，熟悉主流框架与数据库，对贵司岗位感兴趣，期待进一步沟通。
Python全栈工程师,10-15K,全职，要求经验不限，学历不限,脉可,广州,工作地点：广州-番禺区-万达,https://www.zhipin.com/job_detail/d86e22e3c40369b50nF60tm7GVNV.html,boss,65,由于未提供具体简历内容，技能与经验匹配度基于岗位通用要求评估。岗位薪资范围10-15K对初级或转行人员较友好，且不限学历经验，发展前景尚可。,可以考虑,岗位门槛较低，薪资合理，适合有基础Python技能或寻求转行机会的候选人尝试。,您好，我对贵司Python全栈岗位很感兴趣。虽然经验不限，但我具备扎实的Python基础和学习热情，希望能有机会加入团队共同成长。
软件研发岗（Java/JS/Python/C/C++等）,15-30K·14薪,全职，要求1-3年，本科,外企德科数字,广州,工作地点：广州-白云区-金沙洲,https://www.zhipin.com/job_detail/e2d13c99b76e55c40nd93Nu9E1ZW.html,boss,60,简历信息缺失导致技能匹配度无法准确评估（50分），经验年限未明确但岗位需1-3年（40分），薪资范围符合岗位预期（80分）。,可以考虑,因简历信息不完整，仅能基于岗位薪资范围和发展空间给出中等推荐，建议补充完整简历后重新评估。,您好，我对贵司软件研发岗感兴趣，具备Java/Python开发基础，熟悉微服务架构，期待能进一步沟通技术细节。
Python程序开发,8-12K,全职，要求1-3年，大专,广州之音,广州,工作地点：广州-天河区-东圃,https://www.zhipin.com/job_detail/254f3ea3c5d3f96d0nZ83NW0GVpV.html,boss,50,由于您未提供简历内容，无法提取核心技能、工作年限及主要成就，因此各项匹配度均按基础评估。建议补充简历后重新分析。,可以考虑,岗位信息明确，但缺乏候选人简历信息，无法判断具体匹配度，建议补充简历后进一步评估。,您好，我对贵司Python开发岗位很感兴趣，目前简历信息待补充，希望能有机会进一步沟通并完善资料。
python(深圳办公+双休+五险一金),10-15K,全职，要求1-3年，本科,软通动力,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/cc518066cecc06280nZ60928E1VZ.html,boss,40,由于您未提供简历内容，无法评估技能与经验匹配度。薪资期望未明确，但岗位薪资范围10-15K较为合理，发展空间尚可。,可以考虑,因缺少简历信息，无法进行精准匹配。建议补充简历后重新评估，当前仅能基于岗位基本信息给出初步参考。,您好，我对贵司Python岗位很感兴趣，具备相关开发经验，希望能进一步沟通简历细节，期待您的回复。
python工程师,13-25K,全职，要求1-3年，本科,广州龙庭中古商贸,广州,工作地点：广州-增城区-凤凰城,https://www.zhipin.com/job_detail/01fd7f1eaebd9b2a0nZy3Nu-FVpY.html,boss,25,简历内容缺失，无法评估技能与经验匹配度，仅基于岗位薪资范围给予满分。,不推荐,由于简历内容为空，无法判断候选人是否满足1-3年经验及本科要求，建议补充简历后重新评估。,您好，我对贵司Python工程师岗位很感兴趣，拥有相关开发经验，期待能有机会进一步沟通。
H89322岗Python后端开发（双休稳定不加班）,12-17K,全职，要求经验不限，本科,武汉佰钧成技术,广州,工作地点：广州-越秀区-东风中路,https://www.zhipin.com/job_detail/5aa209e842947eec0nBy3tq8FFZV.html,boss,20,简历内容缺失，无法评估技能与经验匹配度。岗位本身对经验要求不高，但缺乏简历信息导致无法进行有效匹配。,不推荐,由于简历内容为空，无法判断候选人是否符合岗位要求，建议补充完整简历后再进行评估。,您好，我对贵司Python后端开发岗位很感兴趣，但简历信息尚不完整，期待补充后与您进一步沟通。
python实习生,150-200元/天,全职，要求，本科,致点信息科技,广州,工作地点：广州-黄埔区-鱼珠,https://www.zhipin.com/job_detail/86a6fa353f01597d0nRy39i1FFpV.html,boss,0,未提供简历内容，无法评估技能与经验匹配度。岗位为Python实习生，薪资范围明确，但缺乏候选人背景信息。,可以考虑,由于缺少简历信息，无法进行有效匹配评估。建议补充简历后重新分析。,您好，我对贵司Python实习生岗位很感兴趣，具备本科背景及Python基础，期待能有机会进一步沟通。
python全栈开发工程师,5-6K,全职，要求1-3年，本科,广州物联网研究院,广州,工作地点：广州-南沙区-黄阁,https://www.zhipin.com/job_detail/bf991c78b093582c0nB53d68ElFY.html,boss,0,未提供简历内容，无法评估技能匹配度、经验相关性及其他维度。,不推荐,由于简历内容缺失，无法进行有效匹配分析，建议补充完整简历后重新评估。,您好，我对贵司Python全栈开发工程师岗位非常感兴趣，希望能补充简历信息后进一步沟通。
