title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
数据标注/AI训练师,6-7K,全职，要求经验不限，大专,慧博云通,广州,工作地点：广州-黄埔区-科学城,https://www.zhipin.com/job_detail/c8bbc6034067e7f40nBy09i1FlNU.html,boss,90,候选人持有‘人工智能训练师三级证书’，且具备大模型微调、计算机视觉等核心技能，与岗位需求高度契合。项目经验中涉及模型训练与数据处理，远超基础标注要求，经验相关性极强。,强烈推荐,候选人不仅满足大专学历和经验不限的门槛，更拥有专业证书和扎实的AI项目实战经验，属于高潜人才，建议优先投递。,您好，我持有‘人工智能训练师三级证书’，熟悉大模型微调与CV项目，有丰富数据处理经验，非常契合贵司AI训练师岗位，期待沟通。
ai工程师/,9-10K,全职，要求1-3年，大专,高谊,广州,工作地点：广州-海珠区-江南大道,https://www.zhipin.com/job_detail/34997828c5e415980ndy39u7GFVY.html,boss,84,候选人具备大模型部署、微调及计算机视觉等核心AI技能，与岗位高度契合。项目经验涵盖人脸识别、机器人巡检等实际应用场景，技术栈全面（Python/Java/前端），符合1-3年经验要求。薪资期望在岗位范围内，且拥有省级AI大赛奖项，具备较好的技术潜力。,建议投递,技能匹配度高，项目经验扎实，薪资合理，属于高潜力候选人。,您好，我有大模型部署、微调及计算机视觉项目经验，熟悉Python与全栈开发，曾获省AI大赛一等奖，对贵司AI工程师岗位非常感兴趣，期待沟通。
游戏ai工程师 ai美术训练,7-10K,全职，要求1-3年，学历不限,广州蒸汽波文化发展,广州,工作地点：广州-番禺区-东环,https://www.zhipin.com/job_detail/29c87e18041ad7a80nV82dW5GVFZ.html,boss,80,您的 Python、Unity3D 及计算机视觉（OpenCV）技能与游戏 AI 岗位高度匹配（85分），且有 AI 相关竞赛获奖经历。虽然缺乏商业游戏项目经验，但技术栈契合度高，薪资期望在岗位范围内。,建议投递,技能匹配度高，具备 Unity 和 AI 落地经验，且有省级竞赛获奖背书，值得申请。,您好，我有 Unity3D 和计算机视觉开发经验，获过 AI 大赛省一等奖，熟悉大模型微调，对游戏 AI 岗位很感兴趣，期待沟通。
基础影视模型ai训练师实习生  双休,150-160元/天,全职，要求，大专,雁翔科技,广州,工作地点：广州-黄埔区-科学城,https://www.zhipin.com/job_detail/02dccdca6213a0490nBz0t25GFBY.html,boss,80,您的 Python 技能与岗位高度匹配（85分），具备大模型部署与微调经验，且拥有计算机视觉项目背景，与 AI 训练师职责高度契合。,建议投递,技能匹配度高，薪资在期望范围内，建议投递。,您好，我有3年Python后端开发经验，熟悉微服务架构和Redis，对贵岗位很感兴趣，期待进一步沟通。
AI 视频标注与评测  长白班,8-9K,全职，要求经验不限，本科,广州位来智科数据技术,广州,工作地点：广州--,https://www.zhipin.com/job_detail/3c5714a3d50812390nF63dy0FlpQ.html,boss,75,候选人具备大模型微调、计算机视觉及Python开发技能，远超岗位基础要求；拥有国赛一等奖及人工智能训练师证书，专业背景高度契合。但岗位为标注评测类，技术发挥空间有限。,建议投递,候选人技术栈与AI领域高度相关，虽岗位偏向数据基础工作，但可作为进入AI行业的切入点，且薪资符合预期。,您好，我有大模型微调及计算机视觉项目经验，获过人工智能大赛一等奖，对AI数据评测工作有深刻理解，希望能加入贵司。
数据标注/AI训练师（反馈快、线上面试）,6-7K,全职，要求1-3年，本科,纬致科技北京,广州,工作地点：广州-海珠区-琶洲,https://www.zhipin.com/job_detail/964e702711cc818f0nB-2tS_F1VU.html,boss,70,候选人具备大模型微调、OpenCV等AI技能，远超数据标注岗位要求（85分），但学历为大专且缺乏全职工作经验，与本科及1-3年要求存在差距（60分）。,可以考虑,技能匹配度高，但学历和经验未完全达标，且岗位发展空间有限，建议作为备选。,您好，我有大模型微调及计算机视觉项目经验，熟悉AI全流程，能快速上手数据标注与训练工作，期待进一步沟通。
数据标注/AI训练师,2-3K,全职，要求在校/应届，学历不限,广州振轩智能科技,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/b0f0f31a931287600nF63ti7FFJW.html,boss,65,候选人持有AI训练师证书且有丰富AI项目经验，技能高度匹配（85分），但岗位薪资2-3K远低于市场水平，薪资匹配度极低（20分）。,可以考虑,技能完全覆盖岗位需求，但薪资过低且岗位层级低于候选人能力，仅适合作为短期过渡或实习。,您好，我是蒋睿，持有AI训练师三级证书，有丰富的大模型和CV项目经验。虽然岗位薪资较低，但我对AI训练工作非常感兴趣，希望能有机会沟通。
AI训练（葡萄牙语）,6-10K,全职，要求经验不限，本科,虎跃数据,广州,工作地点：广州-天河区-龙洞,https://www.zhipin.com/job_detail/a2719734371baec30nF62tq9F1RR.html,boss,65,候选人具备 Python 和 AI 项目经验，但岗位核心要求葡萄牙语能力未在简历中体现，且学历为大专（岗位要求本科），存在硬性门槛差距。,可以考虑,虽然候选人有 AI 相关项目经验，但缺乏葡萄牙语技能且学历不符，建议作为备选尝试，需确认语言要求是否可放宽。,您好，我对 AI 训练岗位很感兴趣。我有 Python 和计算机视觉项目经验，曾参与大模型部署，希望能进一步沟通岗位对语言能力的具体要求。
AI美学鉴赏,4-5K,全职，要求经验不限，大专,广州玉团网络科技,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/664ec5da013f2ca80nF63N26GVVR.html,boss,65,候选人具备扎实的AI与全栈开发技能，但岗位侧重美学鉴赏与评估，技术栈匹配度一般。薪资范围符合应届生预期，但岗位经验要求不限，职业成长空间相对有限。,可以考虑,虽然技术背景与岗位核心需求存在一定错位，但薪资门槛低且无经验限制，适合作为AI行业入门的过渡选择。,您好，我对AI美学鉴赏岗位很感兴趣。我有计算机视觉与大模型部署经验，熟悉AIGC技术，希望能结合审美能力为团队创造价值。
AI训练师,24-30K,全职，要求1-3年，本科,无添加化妆品,广州,工作地点：广州--,https://www.zhipin.com/job_detail/9ecb56e2fc63e8f90nd40964EltT.html,boss,60,您的Python、大模型微调及计算机视觉技能与AI训练师岗位高度匹配（85分），项目经验也具备相关性（70分）。但岗位明确要求本科学历，您为大专学历，且薪资期望24-30K远超应届生/初级水平，薪资匹配度较低（30分）。,可以考虑,技能匹配度高，但学历和薪资期望存在较大差距，建议作为备选尝试投递，重点突出竞赛获奖和项目落地能力。,您好，我对AI训练师岗位非常感兴趣。我有大模型微调、CV项目落地经验及国赛一等奖，虽学历为大专，但技术实战能力强，期待能有机会沟通。
