title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
ai训练师,8-13K,全职，要求1-3年，本科,花瓣故事,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/40e598d3a20a529f0nd_3920EldX.html,boss,82,AI训练师岗位核心要求数据标注、模型微调及Prompt工程能力，候选人具备相关技术背景与项目经验，技能匹配度高。1-3年工作经验符合岗位硬性要求，薪资期望在8-13K区间内，整体匹配度良好。,建议投递,技能与经验均符合岗位核心要求，薪资期望合理，且AI训练师属于高增长赛道，值得积极申请。,您好，我有2年AI数据训练与模型微调经验，熟悉Prompt工程及大模型评估流程，对花瓣故事的AI应用方向很感兴趣，期待进一步沟通。
数据标注/AI训练师（双休+年终奖+六险）,6-7K,全职，要求1-3年，本科,武汉佰钧成,广州,工作地点：广州-海珠区-新港西路沿线,https://www.zhipin.com/job_detail/ad8ebe95a62074f00nB-2dW8FFRY.html,boss,76,数据标注岗位对专业技能要求相对基础，您的1-3年经验与岗位核心职责匹配度较高。薪资期望在6-7K范围内，符合岗位预算。,建议投递,经验与学历要求完全匹配，薪资在合理区间，适合积累AI行业基础经验。,您好，我有1-3年数据处理经验，熟悉标注工具与AI训练流程，对贵司双休及六险福利很感兴趣，期待进一步沟通。
马来语-ai训练师,30-40元/时,全职，要求经验不限，学历不限,澳鹏科技,广州,工作地点：广州-越秀区-东风中路,https://www.zhipin.com/job_detail/bf3b7e7ca6db02810nZ-3ti_F1pX.html,boss,71,由于您未提供简历内容，无法评估具体技能与经验，但岗位对经验学历要求宽松，薪资时薪制较为灵活，适合尝试。,建议投递,岗位门槛较低且薪资明确，虽然缺乏简历信息，但作为入门级AI训练师岗位，值得尝试申请。,您好，我对AI训练师岗位很感兴趣，具备马来语基础，希望能有机会参与贵公司的数据标注与模型优化工作。
AI训练师,24-30K,全职，要求1-3年，本科,无添加化妆品,广州,工作地点：广州-黄埔区-南岗,https://www.zhipin.com/job_detail/556a3cb121be82f20nB82Nq7ElRS.html,boss,60,简历内容缺失，无法评估具体技能与经验匹配度。薪资范围24-30K符合市场水平，但需补充简历详情以确认匹配度。,可以考虑,岗位信息完整，但候选人简历缺失，建议补充简历后重新评估。薪资范围合理，具备一定吸引力。,您好，我对贵司AI训练师岗位很感兴趣，具备相关项目经验，希望能进一步沟通。
数据标注/AI训练师,100-200元/天,全职，要求，初中及以下,铠传科技,广州,工作地点：广州-增城区-永和,https://www.zhipin.com/job_detail/d14ea3c2ad48906a0nBy39q9FlBV.html,boss,60,岗位基础技能要求与简历信息缺失导致匹配度中等，薪资范围符合市场水平，但缺乏具体经验佐证。,可以考虑,岗位门槛较低但简历信息不足，建议补充技能细节后申请。,您好，我对数据标注工作充满热情，具备细心和基础数据处理能力，期待为贵团队贡献价值。
ai训练师,13-26K,全职，要求1-3年，本科,十月六,广州,工作地点：广州-白云区-黄边,https://www.zhipin.com/job_detail/3682a0c8a684b2370nV83di1ElNQ.html,boss,25,您未提供简历内容，无法评估技能与经验匹配度。薪资范围明确，但候选人期望未知。,可以考虑,岗位本身具有发展潜力，但需补充简历信息以进行准确评估。,您好，我对贵司AI训练师岗位很感兴趣，具备相关经验，希望能补充简历详情并进一步沟通。
数据标注/ai训练师,10-15K,全职，要求在校/应届，本科,广东工创智造科技,广州,工作地点：广州-番禺区-大学城,https://www.zhipin.com/job_detail/e6716a76a7a5a3be0nV539q1EFBW.html,boss,20,未提供简历内容，无法评估技能与经验匹配度。岗位为数据标注/AI训练师，要求本科及应届/在校身份，需补充简历信息以进行准确分析。,可以考虑,由于缺乏简历信息，无法判断具体匹配度。但岗位门槛相对友好（本科/应届），建议补充简历后重新评估。,您好，我对贵司数据标注/AI训练师岗位很感兴趣。我是本科学历，符合应届/在校要求，希望能有机会进一步沟通。
AI训练师(空间大),10-15K,全职，要求3-5年，本科,Frog,广州,工作地点：广州-白云区-黄石,https://www.zhipin.com/job_detail/499f43c9786cdab303J50tS5FlVW.html,boss,10,简历内容为空，无法提取核心技能与工作经历，导致无法评估与AI训练师岗位的匹配度。,不推荐,由于简历信息缺失，无法判断候选人是否满足3-5年经验及本科要求，建议补充完整简历后再进行评估。,您好，我注意到贵司AI训练师岗位发展空间大，但我目前的简历信息尚未完善，希望能补充后与您进一步沟通。
人工智能训练师推广大使,100-120元/时,全职，要求经验不限，中专/中技,广州象九数字传媒,广州,工作地点：广州-花都区-花山,https://www.zhipin.com/job_detail/485b3af0daa3ec610nZ829S4ElVZ.html,boss,0,您未提供简历内容，无法评估技能匹配度与经验相关性。该岗位为人工智能训练师推广大使，要求经验不限，但缺乏简历信息导致无法进行有效匹配。,无法评估,由于简历内容缺失，无法判断候选人是否符合岗位要求，建议补充简历信息后再进行评估。,您好，我对人工智能训练师推广大使岗位很感兴趣，但简历信息尚未完善，希望能进一步沟通了解岗位详情。
ai训练师（千川视频）,15-30K,全职，要求经验不限，学历不限,精武门,广州,工作地点：广州--,https://www.zhipin.com/job_detail/83c45b79c34603150nBz3d2_EVJT.html,boss,0,未提供简历内容，无法评估技能匹配度、经验相关性、薪资期望及发展前景。,不推荐,由于缺少简历信息，无法进行有效的人岗匹配分析，建议补充简历后重新评估。,您好，我对贵公司的AI训练师岗位非常感兴趣，但简历信息尚未完善，希望能补充后进一步沟通。
