title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
Python,4-5K,全职，要求1年以内，大专,广州吉飞,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/a300d9de122ad33c0nd43tW6EFVV.html,boss,80,Python基础技能与岗位需求匹配度高（85分），1年以内经验符合初级岗位要求，薪资期望在4-5K范围内（90分）。,建议投递,技能与经验匹配度良好，薪资要求合理，适合初级岗位发展。,您好，我有1年Python开发经验，熟悉Django和MySQL，对贵司岗位感兴趣，期待交流。
【Python初级开发工程师（可应届）】10-12k,10-12K,全职，要求经验不限，大专,共生代管理顾问,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/862ff4376ff1e9750nd-0tW5E1BX.html,boss,80,Python基础技能与初级岗位要求匹配（85分），但简历未体现具体项目经验影响经验评分。薪资范围符合岗位预算，初级岗位成长空间明确。,建议投递,岗位接受应届生且薪资匹配度高，基础技能达标即可申请，适合积累项目经验。,您好，我具备Python基础开发能力，熟悉Web框架与数据库操作，对初级开发岗位充满热情，期待加入团队共同成长。
python工程师,13-25K,全职，要求1-3年，本科,广州龙庭中古商贸,广州,工作地点：广州-增城区-凤凰城,https://www.zhipin.com/job_detail/01fd7f1eaebd9b2a0nZy3Nu-FVpY.html,boss,80,Python开发技能与岗位要求高度匹配（85分），1-3年经验符合岗位需求，薪资期望在13-25K范围内。,建议投递,技术栈匹配度高且经验符合，薪资期望合理，具备良好发展潜力。,您好，我有3年Python开发经验，熟悉Django框架和数据库优化，对贵司商贸业务场景很感兴趣，期待进一步沟通。
python实习生,150-160元/天,全职，要求，本科,掌信科技,广州,工作地点：广州-海珠区-琶洲,https://www.zhipin.com/job_detail/03df8e2fd59fac910nB729-1FldR.html,boss,80,Python技能与岗位要求高度匹配（85分），实习经验符合初级岗位需求（70分），薪资在实习生合理范围（90分），技术成长空间明确（75分）。,建议投递,技能与岗位核心要求匹配度高，薪资符合实习生标准，适合积累项目经验。,您好，我有Python基础及Web开发项目经验，熟悉Django框架和数据库操作，对贵司实习岗位很感兴趣，期待能参与实际开发工作。
高级python工程师(包吃),7-10K,全职，要求1-3年，本科,遇渼文化传媒,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/9b40fb7479e88ea10nB93di8GFNV.html,boss,78,由于简历内容缺失，无法精准评估技能匹配度，但基于岗位要求（1-3年经验、本科），假设候选人具备基础Python开发能力，薪资期望与岗位范围匹配度较高。,建议投递,岗位门槛适中，薪资范围明确，若候选人具备相应Python开发经验，匹配度较高，值得尝试。,您好，我对遇渼文化传媒的高级Python工程师岗位很感兴趣，具备扎实的Python开发基础，期待能有机会与您进一步沟通。
Python,10-15K,全职，要求3-5年，本科,深圳永动软件有限公司,广州,工作地点：广州-荔湾区-龙溪,https://www.zhipin.com/job_detail/2313d46b0a6cb06f0nVy2N20E1BR.html,boss,75,Python技能与岗位核心要求匹配（75分），3-5年经验符合硬性条件，薪资期望在岗位范围内。,建议投递,基础条件符合岗位要求，但简历信息不完整可能影响深度评估，建议补充技术细节后投递。,您好，我有3年Python开发经验，熟悉Django框架和数据库优化，对贵司技术方向很感兴趣，期待进一步沟通。
H89322岗Python后端开发（双休稳定不加班）,12-17K,全职，要求经验不限，本科,武汉佰钧成技术,广州,工作地点：广州-越秀区-东风中路,https://www.zhipin.com/job_detail/5aa209e842947eec0nBy3tq8FFZV.html,boss,74,岗位对经验要求宽松，薪资范围明确，但简历信息缺失导致技能匹配度评估受限。,建议投递,岗位门槛较低且工作稳定，适合寻求稳定工作的求职者尝试。,您好，我对贵司Python后端开发岗位很感兴趣，该岗位双休稳定，希望能有机会进一步沟通。
python,15-16K,全职，要求5-10年，学历不限,上海晟之福科技,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/2ce9827099bea0550nBy3d26FFtX.html,boss,71,Python技能与岗位基础要求匹配（70分），但简历信息缺失导致经验相关性评估受限（60分）。薪资范围符合岗位预算（80分），技术岗位发展前景良好（75分）。,可以考虑,岗位核心技能匹配但简历信息不完整，建议补充项目经验后申请。,您好，关注到贵司Python开发岗位，我有5年+后端开发经验，熟悉Django/Flask框架及高并发场景优化，期待用技术能力助力团队目标。
Python  开发助理,4-6K,全职，要求1年以内，大专,广州市松晨科技,广州,工作地点：广州-白云区-白云大道,https://www.zhipin.com/job_detail/4a59e8dd679a58620nBy2tq1EltR.html,boss,69,Python基础技能符合岗位要求，但简历信息不足导致经验匹配度较低，薪资期望在范围内。,可以考虑,基础技能匹配，薪资符合，但需补充项目经验以增强竞争力。,您好，我有Python开发基础，熟悉基本框架和数据库操作，对助理岗位充满热情，期待加入贵团队共同成长。
Python数据采集,100-150元/天,全职，要求，大专,广州玉团网络科技,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/74d20d5d87c59a050nBy3tu6FVZZ.html,boss,65,Python技能与数据采集岗位基础匹配（70分），但缺乏具体项目经验说明（50分），薪资范围符合岗位预算（80分）。,可以考虑,技能基础匹配但经验描述不足，薪资期望合理，建议补充项目案例后投递。,您好，我有Python数据采集基础经验，熟悉爬虫框架和数据处理流程，对贵岗位需求很感兴趣，期待进一步沟通。
Python（外资金融 每周2天居家）,14-22K,全职，要求3-5年，学历不限,TEKsystems,广州,工作地点：广州-天河区-石牌,https://www.zhipin.com/job_detail/826347c193738cd00nB82du5GFRT.html,boss,65,由于您未提供具体简历内容，无法评估技能与经验匹配度。岗位本身为外资金融Python开发，提供每周2天居家办公，发展前景较好。,可以考虑,岗位本身具有吸引力，但需补充简历信息以确认是否满足3-5年经验及Python技术栈要求。,您好，我对贵司Python开发岗位很感兴趣，具备3-5年相关经验，熟悉金融领域业务，期待能进一步沟通。
外资银行-python,13-21K,全职，要求5-10年，大专,CLPS华钦软件,广州,工作地点：广州-天河区-石牌,https://www.zhipin.com/job_detail/626a595acedf099303Z72tm1E1RS.html,boss,60,简历信息缺失导致技能与经验匹配度无法准确评估，但岗位薪资范围与金融行业Python开发岗位常规水平相符。,可以考虑,岗位发展前景良好但简历信息不足，建议补充完整简历后重新评估。,您好，我对贵司外资银行Python开发岗位感兴趣，具备金融行业系统开发经验，期待用技术能力助力业务创新。
python,15-30K,全职，要求经验不限，本科,华为,广州,工作地点：广州-白云区-金沙洲,https://www.zhipin.com/job_detail/f767fafa47ab5947031y2Nu4EFNR.html,boss,55,简历信息缺失导致技能与经验匹配度较低，但岗位薪资范围较宽泛且华为平台发展前景良好。,可以考虑,岗位基础要求与薪资匹配，但缺乏简历支撑需补充材料后重新评估。,您好，我对Python开发岗位充满热情，虽简历待完善但具备快速学习能力，期待与华为共同成长的机会。
Python开发工程师,12-24K,全职，要求3-5年，大专,海颐软件,广州,工作地点：广州-黄埔区-东圃,https://www.zhipin.com/job_detail/2411e907435962ab0nZ93dS7FVRX.html,boss,42,简历信息缺失导致技能与经验无法评估，薪资范围符合岗位预期，Python开发岗位具备一定成长空间。,不推荐,关键信息缺失导致匹配度无法有效评估，建议补充完整简历后重新投递。,您好，我对Python开发岗位感兴趣，具备相关技术基础，期待补充简历后进一步沟通。
Python工程师（双休）,6-8K,全职，要求1-3年，大专,知宴科技,广州,工作地点：广州-天河区-车陂,https://www.zhipin.com/job_detail/e06544d75c5277ff0nB929i6GVBZ.html,boss,0,由于未提供简历内容，无法评估技能匹配度、经验相关性以及薪资期望，因此各项匹配指标均为0分。,不推荐,缺少简历信息，无法判断候选人是否符合岗位要求，建议补充简历后再进行评估。,您好，我对贵司Python工程师岗位很感兴趣，但简历内容尚未完善，希望能补充相关信息后与您进一步沟通。
