title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
助教/Python课程/大小周,3-5K,全职，要求经验不限，大专,职趣云网络在线科技,广州,工作地点：广州-天河区-高唐,https://www.zhipin.com/job_detail/d13ca050bfb42f8b03N40tu0GFJT.html,boss,87,候选人精通Python及AI相关技术，拥有多个项目经验和竞赛获奖，完全胜任Python教学及助教工作，技术栈与岗位高度契合。,建议投递,技术能力远超岗位基础要求，竞赛获奖和项目经验能很好地辅助教学，薪资符合预期，是优秀的助教人选。,您好，看到职趣云网络在线科技在招Python助教。我是蒋睿，精通Python且有AI竞赛一等奖，做过人脸识别和机器人项目，技术底子扎实，能很好地辅助教学。希望能有机会加入，期待您的回复！
软件研发岗（Java/JS/Python/C/C++等）,15-30K·14薪,全职，要求1-3年，本科,外企德科数字,广州,工作地点：广州-白云区-金沙洲,https://www.zhipin.com/job_detail/e2d13c99b76e55c40nd93Nu9E1ZW.html,boss,80,您的技术栈（Java/Python/JS）与岗位要求高度匹配，且具备AI项目经验，但学历为大专，与岗位本科要求存在一定差距。,建议投递,技术能力突出，项目经验丰富，虽学历不占优，但可通过技术实力弥补，建议积极争取。,您好，看到外企德科数字在招软件研发岗。我精通Java/Python/JS，有AI项目落地经验，还拿过全国人工智能大赛一等奖，技术栈和岗位需求很契合。想了解一下这个机会，期待您的回复！
Python,7-12K,全职，要求1-3年，本科,新略信息,广州,工作地点：广州-天河区-天河北,https://www.zhipin.com/job_detail/2bc0669b697a5deb0nF62t25ElNR.html,boss,72,您的 Python 及大模型技能与岗位高度匹配（85分），项目经历丰富；但学历为大专且缺乏 1-3 年全职工作经验，与硬性要求存在差距（60分）。,可以考虑,技能栈非常对口，但学历和工作年限未完全达标，建议作为备选尝试投递。,您好，看到新略信息在招 Python 工程师。我虽刚毕业，但精通 Python 和大模型微调，做过多个 AI 项目，希望能有机会加入。
Python全栈工程师,16-27K,全职，要求3-5年，本科,某小型电子商务公司,广州,工作地点：广州--,https://www.zhipin.com/job_detail/085d4e3c778b3c450nF709u1FFFU.html,boss,70,您的Python和全栈技能与岗位高度匹配（80分），但工作年限（应届/1年左右）与要求（3-5年）存在差距（60分），学历（大专）也未达本科要求。薪资期望未明确，但岗位16-27K范围较宽，需进一步沟通。,建议投递,虽然硬性条件（年限、学历）有差距，但技能栈高度匹配且项目经验丰富，建议尝试投递并突出AI与全栈能力。,您好，看到贵公司在招Python全栈工程师。我虽然学历是大专，但精通Python和全栈开发，之前主导过人脸识别和电商小程序项目，还涉及大模型部署，技术栈和岗位需求很契合。希望能有机会聊聊，谢谢！
Python 自动化测试工程师,7-8K,全职，要求3-5年，大专,八维擎天,广州,工作地点：广州-天河区-东圃,https://www.zhipin.com/job_detail/8664eaca5b59b3d30nR529u_ElRV.html,boss,68,您的 Python 及自动化相关技能与岗位高度匹配（80分），项目经验涉及检测与巡检系统。但岗位要求 3-5 年经验，您作为应届生/初级开发者，工作年限存在明显差距，影响经验相关性评分。薪资范围符合新人预期。,可以考虑,技能基础扎实且具备 AI 背景，但工作年限未达岗位硬性要求（3-5年），建议作为备选尝试，重点突出项目实战能力以弥补年限不足。,您好，我对八维擎天的 Python 自动化测试岗位很感兴趣。我熟练掌握 Python 及 Linux 环境，曾主导过计算机视觉检测与机器人巡检项目，具备扎实的脚本编写与自动化落地能力。虽然我是应届生，但项目实战经验丰富，希望能有机会加入团队！
python量化交易程序员,6-8K,全职，要求1年以内，本科,广州龙智,广州,工作地点：广州-荔湾区-陈家祠,https://www.zhipin.com/job_detail/c9a2a8f1668cbaaf03N62dW9F1pZ.html,boss,65,候选人精通Python且具备AI与全栈开发能力，技能基础扎实；但过往项目集中在视觉与管理类，缺乏量化交易或金融数据处理经验，学历为大专与岗位本科要求存在差距。,可以考虑,Python技术栈匹配，但行业经验与学历门槛略低，建议作为备选尝试投递，重点考察对金融领域的学习意愿。,您好，关注到广州龙智在招Python量化交易程序员。我主攻Python开发，有扎实的AI与数据处理项目经验，对量化策略逻辑有浓厚兴趣。虽学历为大专，但技术落地能力强，希望能有机会聊聊，感谢您的时间！
Python,100-150元/天,全职，要求，本科,Hollyglobe,广州,工作地点：广州-海珠区-琶洲,https://www.zhipin.com/job_detail/54d2dc4972a453ea0nBy3t-0F1VX.html,boss,65,候选人Python技能扎实，具备AI与全栈开发经验，技能匹配度极高（90分）；但岗位明确要求本科，候选人学历为大专，且薪资较低，经验与岗位层级存在错位。,可以考虑,技能完全胜任，但学历门槛与薪资水平较低，建议作为备选或争取转正机会。,您好，看到Hollyglobe在招Python岗位。我精通Python及AI应用，有多个落地项目经验，虽学历为大专，但技术实力扎实，希望能有机会加入团队，一起创造价值。
Python开发工程师,11-20K,全职，要求3-5年，大专,海颐软件,广州,工作地点：广州--,https://www.zhipin.com/job_detail/34d23df5b7a5794b0nBy2d66E1RT.html,boss,59,您的Python及AI技能与岗位高度匹配（85分），但工作年限仅1年左右，与岗位要求的3-5年存在较大差距（30分）。薪资期望未明确，但岗位11-20K范围对应届生偏高。,可以考虑,技能栈匹配度高，但工作年限严重不足，建议作为初级岗或实习生机会尝试投递。,您好，看到海颐软件在招Python开发。我是蒋睿，虽然工作年限未达3年，但我精通Python及大模型部署，有国赛一等奖及多个AI项目实战经验。希望能争取一个面试机会，展示我的技术潜力。
python自动化,12-14K,全职，要求5-10年，大专,正安集团,广州,工作地点：广州-荔湾区-东塱,https://www.zhipin.com/job_detail/7992aaac0c71813b0nF62Nm6E1FU.html,boss,58,您的 Python 技能与自动化岗位高度匹配（80分），拥有机器人巡检和人脸识别等实战项目经验。但岗位要求 5-10 年经验，您目前主要为在校项目经历，经验匹配度较低（20分）。,可以考虑,技术栈对口且有竞赛获奖加持，但工作年限差距较大，建议作为备选尝试投递，重点突出项目落地能力。,您好，看到正安集团招 Python 自动化。我虽应届但获过人工智能大赛一等奖，有机器人巡检和自动化项目经验，技术栈完全匹配，希望能争取面试机会。
python全栈工程师,10-15K,全职，要求3-5年，大专,睿烨科技,广州,工作地点：广州-番禺区-石基,https://www.zhipin.com/job_detail/01799dff81ceb0aa03J_2tq6EVRV.html,boss,58,您的Python及全栈技能与岗位高度匹配（80分），具备AI与前端开发能力；但岗位要求3-5年经验，您目前经验较少（30分），薪资期望未明确但10-15K对应届生偏高（70分）。,可以考虑,技能栈高度匹配，但工作年限未达硬性要求，建议尝试投递或寻找更看重潜力的岗位。,您好，看到睿烨科技在招Python全栈工程师。我虽刚毕业但掌握Python+AI+uni-app全栈技能，做过人脸识别和智能巡检项目，技术栈与岗位需求高度契合。希望能有机会聊聊，感谢您的时间！
