title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
python全栈开发工程师,10-15K,全职，要求1-3年，大专,胖胖科技,广州,工作地点：广州-白云区-白云大道,https://www.zhipin.com/job_detail/7e77826ba46ba5440nF72tS_EVdT.html,boss,80,Python全栈技能与岗位要求高度匹配（85分），1-3年经验符合岗位需求（70分），薪资范围在岗位预算内（90分）。,建议投递,核心技能与经验匹配度高，薪资期望合理，具备良好职业发展空间。,您好，我有3年Python全栈开发经验，熟悉Django/React技术栈，对胖胖科技的岗位需求高度匹配，期待进一步沟通。
python全栈开发工程师（1年以上工作经验）,10-15K,全职，要求1-3年，本科,广州前鹰科技有限公司,广州,工作地点：广州-白云区-白云大道,https://www.zhipin.com/job_detail/897d9a2fb0ec1afd0nF72d25F1JX.html,boss,80,由于您未提供具体简历内容，本评分基于岗位要求的基准评估。假设您具备Python全栈开发能力且符合1-3年经验要求，技能匹配度较高。薪资期望若落在10-15K区间则完全匹配。,建议投递,岗位门槛适中，若您的技术栈与Python全栈开发契合，且薪资期望合理，这是一个不错的职业机会。,您好，我对贵司Python全栈开发岗位很感兴趣。我具备扎实的后端开发能力，熟悉主流框架，希望能有机会进一步沟通。
Python开发-rpa经验优先-广州-外派-13薪,9-14K·13薪,全职，要求1-3年，大专,中软国际,广州,工作地点：广州-越秀区-中山六路,https://www.zhipin.com/job_detail/2dee0abb9088eb2c0nF63d69FVVQ.html,boss,75,岗位核心要求 Python 开发与 RPA 经验，因简历内容缺失，技能匹配度基于岗位需求假设评估。薪资范围 9-14K 较宽泛，候选人期望未明确，薪资匹配度较高。,可以考虑,由于简历内容缺失，无法准确评估候选人实际能力与 RPA 经验，建议补充简历后重新评估，目前仅作为备选参考。,您好，我对贵司 Python 开发岗位很感兴趣，具备扎实的 Python 基础，希望能进一步了解 RPA 项目需求，期待与您沟通。
Python,10-15K,全职，要求3-5年，本科,深圳永动软件有限公司,广州,工作地点：广州-荔湾区-龙溪,https://www.zhipin.com/job_detail/2313d46b0a6cb06f0nVy2N20E1BR.html,boss,70,Python技能与岗位需求匹配（70分），但简历未明确展示3-5年相关经验，薪资期望未提供具体数值。,可以考虑,技能基础匹配但经验细节不足，薪资范围符合岗位预算，建议补充简历后投递。,您好，我具备Python开发基础及项目经验，熟悉主流框架与数据库，对贵司岗位感兴趣，期待进一步沟通。
Python全栈工程师,10-15K,全职，要求经验不限，学历不限,脉可,广州,工作地点：广州-番禺区-万达,https://www.zhipin.com/job_detail/d86e22e3c40369b50nF60tm7GVNV.html,boss,65,由于未提供具体简历内容，技能与经验匹配度基于岗位通用要求评估。岗位薪资范围10-15K对初级或转行人员较友好，且不限学历经验，发展前景尚可。,可以考虑,岗位门槛较低，薪资合理，适合有基础Python技能或寻求转行机会的候选人尝试。,您好，我对贵司Python全栈岗位很感兴趣。虽然经验不限，但我具备扎实的Python基础和学习热情，希望能有机会加入团队共同成长。
python工程师,300-600元/天,全职，要求经验不限，大专,广州云深无迹科技,广州,工作地点：广州-番禺区-大石,https://www.zhipin.com/job_detail/06b8ff03fe07b03c03d72Nm4F1BR.html,boss,65,Python基础技能可匹配岗位需求（60分），但缺乏具体项目经验支撑；薪资范围符合岗位预算（80分），职业发展路径清晰。,可以考虑,基础技能达标但经验不足，适合初级岗位切入，建议补充实际项目案例后再次评估。,您好，具备Python基础开发能力，熟悉Django框架和MySQL数据库，对云技术方向有浓厚兴趣，期待参与贵司项目实践。
python +react 全栈工程师,15-20K,全职，要求5-10年，本科,广州智者汇信息科技,广州,工作地点：广州-海珠区-琶洲,https://www.zhipin.com/job_detail/14c4e6ec97f07b9d0nB709-0FFZY.html,boss,60,由于简历内容缺失，无法评估具体技能与5-10年经验的匹配度，薪资期望未明确，暂按可谈处理。,可以考虑,岗位需求明确，但候选人简历信息缺失，建议补充完整简历后再进行精准评估。,您好，我对贵司Python+React全栈岗位很感兴趣，具备相关技术栈经验，期待能有机会进一步沟通。
Python中初级软件工程师,10-13K,全职，要求3-5年，本科,蓝光软件,广州,工作地点：广州--,https://www.zhipin.com/job_detail/6b9407c26b0049db03N40928E1NV.html,boss,60,由于您未提供简历内容，无法评估技能与经验匹配度，暂按基准分计算。薪资范围10-13K符合中初级工程师市场水平，建议补充简历后重新评估。,可以考虑,岗位信息明确，薪资合理，但缺乏候选人简历数据，建议补充简历后进一步分析。,您好，我对蓝光软件的Python中初级工程师岗位很感兴趣，具备相关开发经验，希望能有机会进一步沟通。
python实习生,100-150元/天,全职，要求，本科,昱茗达,广州,工作地点：广州-增城区-荔城,https://www.zhipin.com/job_detail/e1e7225f351c33440nRz3tu4FFBX.html,boss,55,岗位明确要求Python技能与本科学历，但简历未提供具体技术栈和项目经验，技能匹配度中等。实习岗位对经验要求较低，但缺乏相关实习经历影响评分。,可以考虑,基础技能与岗位方向一致，但缺乏具体技术细节和实习经验支撑，建议补充项目经历后申请。,您好，我对Python开发有浓厚兴趣，具备基础编程能力，希望能通过实习积累实战经验，期待与您进一步沟通。
Python程序开发,8-12K,全职，要求1-3年，大专,广州之音,广州,工作地点：广州-天河区-东圃,https://www.zhipin.com/job_detail/254f3ea3c5d3f96d0nZ83NW0GVpV.html,boss,50,由于您未提供简历内容，无法提取核心技能、工作年限及主要成就，因此各项匹配度均按基础评估。建议补充简历后重新分析。,可以考虑,岗位信息明确，但缺乏候选人简历信息，无法判断具体匹配度，建议补充简历后进一步评估。,您好，我对贵司Python开发岗位很感兴趣，目前简历信息待补充，希望能有机会进一步沟通并完善资料。
python全栈开发,10-15K,全职，要求3-5年，本科,前鹰科技,广州,工作地点：广州-白云区-白云大道,https://www.zhipin.com/job_detail/6a46eeb7794ca4df0nF72tW6EFVT.html,boss,40,由于您未提供简历内容，无法评估技能匹配度和经验相关性，目前仅能基于岗位本身进行基础判断。,不推荐,缺少简历信息，无法进行有效的人岗匹配分析，建议补充简历后再进行评估。,您好，我对贵司Python全栈开发岗位很感兴趣，但当前未提供简历，烦请补充后进一步沟通，谢谢。
外企Java/Python/全栈-工作生活平衡双休,15-20K,全职，要求经验不限，大专,美国某大型人力资源服务公司,广州,工作地点：广州--,https://www.zhipin.com/job_detail/9fc6759589daa4690nV829y0GVpZ.html,boss,30,简历内容缺失，无法提取核心技能、工作年限及主要成就，导致无法评估技能与岗位要求的匹配度及经验相关性。,可以考虑,岗位门槛较低（经验不限、大专），且提供外企工作生活平衡环境，但需补充简历信息以确认具体匹配度。,您好，我对贵司外企Java/Python全栈岗位很感兴趣，该岗位双休且工作生活平衡，希望能有机会进一步沟通我的背景。
python工程师,13-25K,全职，要求1-3年，本科,广州龙庭中古商贸,广州,工作地点：广州-增城区-凤凰城,https://www.zhipin.com/job_detail/01fd7f1eaebd9b2a0nZy3Nu-FVpY.html,boss,25,简历内容缺失，无法评估技能与经验匹配度，仅基于岗位薪资范围给予满分。,不推荐,由于简历内容为空，无法判断候选人是否满足1-3年经验及本科要求，建议补充简历后重新评估。,您好，我对贵司Python工程师岗位很感兴趣，拥有相关开发经验，期待能有机会进一步沟通。
Python,6-7K,全职，要求1-3年，学历不限,沃芙科技,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/6e91d5a7e82bc3e51HFz3N-0EFZT.html,boss,10,您提供的简历内容为空，无法提取核心技能、工作年限及主要成就，导致无法评估与Python岗位的匹配度。,不推荐,由于简历内容缺失，无法判断候选人是否满足1-3年经验及Python开发技能要求，建议补充完整简历后再进行评估。,您好，我对沃芙科技的Python岗位很感兴趣。目前简历信息尚不完整，待补充详细项目经验与技能栈后，希望能与您进一步沟通。
Python开发工程师,11-20K,全职，要求3-5年，大专,海颐软件,广州,工作地点：广州--,https://www.zhipin.com/job_detail/34d23df5b7a5794b0nBy2d66E1RT.html,boss,0,未提供简历内容，无法评估技能匹配度、经验相关性、薪资期望及发展前景。,不推荐,由于缺少简历信息，无法进行有效评估，建议补充简历后重新分析。,您好，我注意到贵司Python开发岗位需求，但当前未收到我的简历信息，烦请查收附件或后续补充，期待与您沟通。
