title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
Python专员,8-9K,全职，要求1年以内，本科,莫生气科技,广州,工作地点：广州-天河区-东圃,https://www.zhipin.com/job_detail/d5bb84df34c3cd010nF62dm5ElNX.html,boss,88,您的 Python 技能与岗位高度匹配（95分），且具备 AI 和全栈开发经验，远超专员级别要求。项目经验扎实，涵盖后端、AI 和前端，与岗位核心职责高度契合。,建议投递,技能匹配度极高，项目经验丰富，薪资在期望范围内，建议积极申请。,您好，我有扎实的 Python 开发经验，熟悉 AI 模型部署与全栈开发，曾获人工智能大赛一等奖，对贵岗位非常感兴趣，期待进一步沟通。
Python后端开发工程师,8-10K,全职，要求经验不限，大专,金堂元,广州,工作地点：广州-番禺区-大石,https://www.zhipin.com/job_detail/e96197ef8ff6f3031XR53dq4EVZX.html,boss,87,您的 Python 技能与岗位高度匹配（90分），项目经验涵盖后端开发与 AI 应用，且竞赛获奖证明技术实力。,强烈推荐,技能匹配度高，项目经验对口，学历符合岗位要求，是理想的候选人。,您好，我有扎实的 Python 后端开发经验，熟悉数据库设计与 API 开发，并拥有多个 AI 相关项目实战经历，非常契合贵司岗位需求，期待有机会进一步沟通。
Python,6-8K,全职，要求1-3年，大专,喜鹊科技,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/fc458127783150310nd93dq0F1RT.html,boss,85,您的 Python 技能与岗位高度匹配（90分），且具备人工智能、计算机视觉等加分技能。项目经验涵盖人脸识别、巡检系统等，与岗位需求高度相关。,建议投递,技能匹配度高，薪资在期望范围内，项目经验扎实，建议投递。,您好，我有扎实的 Python 开发能力，熟悉 AI 模型部署与计算机视觉，曾获人工智能技能大赛一等奖，对贵岗位很感兴趣，期待进一步沟通。
python开发实习生,150-170元/天,全职，要求，本科,掌动智能科技,广州,工作地点：广州-海珠区-琶洲,https://www.zhipin.com/job_detail/2e1896be6d5a904f0nBz39u9E1JR.html,boss,83,您的 Python 技能与岗位高度匹配（90分），拥有多个 AI 相关项目经验，但学历为大专，与岗位要求的本科存在差距（75分）。薪资期望未明确，但岗位薪资范围合理，预计可谈（85分）。,建议投递,技能匹配度高，项目经验亮眼，虽学历有差距，但作为实习生岗位，能力突出，值得争取。,您好，我是蒋睿，精通 Python 及 AI 大模型部署，曾获全国人工智能大赛一等奖，有多个落地项目经验，对贵司 Python 开发实习岗位非常感兴趣，期待有机会沟通。
python,8-11K,全职，要求1-3年，大专,法本,广州,工作地点：广州-海珠区-琶洲,https://www.zhipin.com/job_detail/46d1587b3c78fc6a0nF62d6-E1NU.html,boss,80,候选人熟练掌握Python及多种后端/前端技术，且具备大模型与计算机视觉项目经验，技能栈高度匹配。项目经历丰富，但缺乏正式企业全职工作经验，经验相关性略低于技能匹配度。,建议投递,技能匹配度高，薪资在期望范围内，项目经历亮眼，建议积极申请。,您好，我有扎实的Python开发能力，熟悉大模型部署与CV项目，曾获人工智能大赛一等奖，与贵司岗位需求高度契合，期待进一步沟通。
python,9-14K·13薪,全职，要求1-3年，本科,广州炜蜡科技有限公司,广州,工作地点：广州-天河区-元岗,https://www.zhipin.com/job_detail/037d58937f895c4f0nBy0928FldR.html,boss,78,候选人精通Python且具备大模型部署、计算机视觉等AI项目经验，技能与岗位高度契合。但学历为大专，且缺乏企业级实战经验，与岗位要求的本科及1-3年经验存在差距。,建议投递,技术栈匹配度高，具备AI相关项目亮点，虽学历和经验略逊于要求，但潜力较大，值得尝试。,您好，我有扎实的Python开发能力，熟悉大模型部署与CV项目，曾获人工智能大赛一等奖，对贵司岗位很感兴趣，期待进一步沟通。
Python开发实习生（2027年毕业）,130-260元/天,全职，要求，本科,医膳通,广州,工作地点：广州-番禺区-大石,https://www.zhipin.com/job_detail/428a5d24e95ae5af0nF62N6_GVZU.html,boss,78,您的 Python 及 AI 技能与岗位高度匹配（85分），项目经验丰富。但岗位明确要求本科且为2027年毕业在校生，您为大专学历且已毕业，学历与身份存在硬性门槛。,可以考虑,技能匹配度极高，但学历和毕业时间不符合硬性要求，建议尝试沟通或寻找对学历包容度更高的岗位。,您好，我对医膳通 Python 实习岗位很感兴趣。我有扎实的 Python 和 AI 落地经验，曾主导人脸识别与机器人巡检项目，虽学历为大专，但技术实力强，希望能争取面试机会。
H89322岗Python后端开发（双休稳定不加班）,12-17K,全职，要求经验不限，本科,武汉佰钧成技术,广州,工作地点：广州-越秀区-东风中路,https://www.zhipin.com/job_detail/5aa209e842947eec0nBy3tq8FFZV.html,boss,76,Python技能与项目经验高度匹配，但学历为大专，与岗位要求的本科学历存在硬性差距，且缺乏企业级商业项目经验。,可以考虑,技能匹配度高且岗位经验不限，但学历未达本科要求，建议作为备选尝试投递，重点突出项目实战能力。,您好，我有扎实的Python后端开发经验，熟悉大模型部署与CV项目，曾获人工智能大赛一等奖，对贵司岗位很感兴趣，期待沟通。
线上兼职 python编程师，一单一结,10000-11000元/月,全职，要求经验不限，学历不限,卓沃科技,广州,工作地点：广州-天河区-体育中心,https://www.zhipin.com/job_detail/bcb094100a3811d403Zy2tq6EFpR.html,boss,75,候选人掌握 Python 及 AI 相关技术，与岗位核心要求高度匹配（85分），但项目经验多为校园/竞赛性质，缺乏商业落地经验（60分）。,建议投递,技能栈与岗位高度契合，薪资期望未明确但岗位薪资较高，建议尝试投递，但需注意核实岗位真实性。,您好，我精通 Python 及 AI 模型部署，有计算机视觉与机器人项目实战经验，对贵司兼职岗位很感兴趣，期待进一步沟通。
python工程师,13-25K,全职，要求1-3年，本科,广州龙庭中古商贸,广州,工作地点：广州-增城区-凤凰城,https://www.zhipin.com/job_detail/01fd7f1eaebd9b2a0nZy3Nu-FVpY.html,boss,75,候选人掌握Python及AI相关技能，与岗位需求高度匹配（85分）。项目经验涉及人脸识别、大模型部署等，但多为学校/竞赛项目，缺乏商业落地经验，且工作年限（应届/实习）与要求的1-3年有差距。,可以考虑,技能匹配度高，但学历（大专）和经验年限（应届）不达标，薪资期望可能偏高，建议作为备选尝试。,您好，我精通Python及大模型部署，有计算机视觉和机器人巡检项目经验，虽为应届生但实战能力强，期待能有机会加入贵司。
