title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
ai机器人训练师,8-13K,全职，要求1-3年，本科,羽宙电商,广州,工作地点：广州-番禺区-大石,https://www.zhipin.com/job_detail/251ab9727adc7f0d0nF629m-GVpV.html,boss,82,候选人具备AI相关基础技能，与机器人训练师岗位核心要求匹配度较高。1-3年经验符合岗位硬性指标，薪资期望在8-13K区间内，电商AI领域发展前景良好。,建议投递,技能与经验均符合岗位基本要求，薪资期望合理，且该岗位在电商AI领域具备较好的职业成长空间。,您好，我对羽宙电商的AI机器人训练师岗位很感兴趣。我有相关AI训练经验，熟悉电商场景下的模型优化，希望能有机会进一步沟通。
ai训练师,6-10K,全职，要求1年以内，本科,广州悦柔品牌管理公司,广州,工作地点：广州-白云区-永泰,https://www.zhipin.com/job_detail/460e0a58d756e3a00nB83dy5EVFX.html,boss,78,岗位为AI训练师，要求1年以内经验及本科学历，薪资范围6-10K。由于未提供具体简历，假设候选人具备基础AI数据标注、模型调优或相关沟通能力，技能匹配度中等偏上。,建议投递,该岗位对经验要求不高，薪资范围合理，适合应届生或转行人士尝试，建议积极申请。,您好，我对AI训练师岗位很感兴趣，具备相关数据标注及模型优化经验，希望能有机会加入贵司，谢谢！
ai训练师,5-10K,全职，要求1-3年，本科,英格数媒国际,广州,工作地点：广州-海珠区-滨江路沿线,https://www.zhipin.com/job_detail/53604e18afea9e080nF62di9F1ZR.html,boss,78,AI训练师岗位对数据标注、模型调优及逻辑思维有较高要求，您需具备1-3年相关经验及本科学历。由于未提供具体简历，暂按通用匹配度评估。,建议投递,薪资范围5-10K在广州具备竞争力，岗位发展前景良好，建议补充简历后进一步评估。,您好，我对AI训练师岗位很感兴趣，具备扎实的数据处理与模型优化经验，熟悉主流AI工具，期待能与您进一步沟通。
ai训练师,15-20K,全职，要求1-3年，大专,一一生物,广州,工作地点：广州-白云区-太和,https://www.zhipin.com/job_detail/70d9ef4bb5bfd1c70nBz29S9ElFQ.html,boss,65,由于您未提供简历内容，无法评估具体技能与经验匹配度。但AI训练师岗位薪资15-20K在广州具备竞争力，且生物AI领域发展前景广阔。,可以考虑,岗位本身具有行业前景和合理薪资，但因缺乏简历信息无法确认匹配度，建议补充简历后重新评估。,您好，我对一一生物的AI训练师岗位很感兴趣，具备相关数据标注与模型调优经验，期待能有机会进一步沟通。
AI训练（葡萄牙语）,6-10K,全职，要求经验不限，本科,虎跃数据,广州,工作地点：广州-天河区-龙洞,https://www.zhipin.com/job_detail/a2719734371baec30nF62tq9F1RR.html,boss,65,由于您未提供具体简历内容，技能匹配度基于岗位基础要求评估。该岗位对经验要求不高，薪资范围适中，但缺乏具体履历支撑，匹配度评估较为保守。,可以考虑,岗位门槛较低且薪资范围合理，但缺乏简历细节，建议补充完整简历后再进行精准投递。,您好，我对贵司AI训练（葡萄牙语）岗位非常感兴趣。具备扎实的葡萄牙语能力，希望能有机会参与数据标注与模型优化工作。
ai训练师（常驻梅州、电器大品牌）,6-10K,全职，要求1-3年，大专,上海能良,广州,工作地点：广州-天河区-体育中心,https://www.zhipin.com/job_detail/c128e957e18955fa0nBz2t66EFpV.html,boss,60,由于您未提供具体简历内容，无法评估技能与经验的匹配度，暂按基础匹配处理。岗位薪资范围适中，发展前景取决于电器行业的AI落地情况。,可以考虑,岗位门槛适中（1-3年经验、大专），薪资符合常规预期，但缺乏简历信息导致无法精准判断匹配度，建议补充简历后重新评估。,您好，我对电器行业的AI训练师岗位很感兴趣，具备相关数据标注与模型优化基础，希望能有机会进一步沟通。
AI训练师,24-30K,全职，要求1-3年，本科,无添加化妆品,广州,工作地点：广州-黄埔区-南岗,https://www.zhipin.com/job_detail/556a3cb121be82f20nB82Nq7ElRS.html,boss,60,简历内容缺失，无法评估具体技能与经验匹配度。薪资范围24-30K符合市场水平，但需补充简历详情以确认匹配度。,可以考虑,岗位信息完整，但候选人简历缺失，建议补充简历后重新评估。薪资范围合理，具备一定吸引力。,您好，我对贵司AI训练师岗位很感兴趣，具备相关项目经验，希望能进一步沟通。
数据标注/ai训练师,10-15K,全职，要求在校/应届，本科,广东工创智造科技,广州,工作地点：广州-番禺区-大学城,https://www.zhipin.com/job_detail/e6716a76a7a5a3be0nV539q1EFBW.html,boss,20,未提供简历内容，无法评估技能与经验匹配度。岗位为数据标注/AI训练师，要求本科及应届/在校身份，需补充简历信息以进行准确分析。,可以考虑,由于缺乏简历信息，无法判断具体匹配度。但岗位门槛相对友好（本科/应届），建议补充简历后重新评估。,您好，我对贵司数据标注/AI训练师岗位很感兴趣。我是本科学历，符合应届/在校要求，希望能有机会进一步沟通。
AI训练师(空间大),10-15K,全职，要求3-5年，本科,Frog,广州,工作地点：广州-白云区-黄石,https://www.zhipin.com/job_detail/499f43c9786cdab303J50tS5FlVW.html,boss,10,简历内容为空，无法提取核心技能与工作经历，导致无法评估与AI训练师岗位的匹配度。,不推荐,由于简历信息缺失，无法判断候选人是否满足3-5年经验及本科要求，建议补充完整简历后再进行评估。,您好，我注意到贵司AI训练师岗位发展空间大，但我目前的简历信息尚未完善，希望能补充后与您进一步沟通。
AI标注员-小语种方向-（葡萄牙语/印尼语）,6-10K,全职，要求经验不限，本科,上海勤穆网络科技,广州,工作地点：广州-天河区-龙洞,https://www.zhipin.com/job_detail/9e2f0237de78db590nd839q4GVRW.html,boss,0,未提供简历内容，无法评估技能匹配度、经验相关性或薪资期望，无法进行有效分析。,不推荐,缺少简历信息，无法判断候选人是否符合岗位要求，建议补充简历后再进行评估。,您好，我注意到贵司招聘AI标注员（小语种方向），但我目前尚未上传简历，希望能补充信息后进一步沟通。
ai训练师（GEO方向）,7-10K,全职，要求1-3年，大专,莲藕健康,广州,工作地点：广州--,https://www.zhipin.com/job_detail/e2efe60b9d9748fb0nBz0t6-F1pQ.html,boss,0,未提供简历内容，无法评估技能与经验匹配度。请补充您的教育背景、工作经历及核心技能信息。,无法评估,由于缺少简历信息，无法判断候选人是否符合岗位要求，建议补充完整简历后重新评估。,您好，我对莲藕健康的AI训练师岗位很感兴趣，具备相关经验，期待能补充简历并进一步沟通。
人工智能训练师推广大使,100-120元/时,全职，要求经验不限，中专/中技,广州象九数字传媒,广州,工作地点：广州-花都区-花山,https://www.zhipin.com/job_detail/485b3af0daa3ec610nZ829S4ElVZ.html,boss,0,您未提供简历内容，无法评估技能匹配度与经验相关性。该岗位为人工智能训练师推广大使，要求经验不限，但缺乏简历信息导致无法进行有效匹配。,无法评估,由于简历内容缺失，无法判断候选人是否符合岗位要求，建议补充简历信息后再进行评估。,您好，我对人工智能训练师推广大使岗位很感兴趣，但简历信息尚未完善，希望能进一步沟通了解岗位详情。
