title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
python,10-12K,全职，要求经验不限，大专,萱苔科技,广州,工作地点：广州-天河区-高唐,https://www.zhipin.com/job_detail/fbe275a4f592c5830ndz2ty9GFZW.html,boss,88,您的 Python 技能与岗位高度匹配（90分），且拥有多个 AI 与后端项目经验，完全符合大专学历及经验不限的硬性要求。,强烈推荐,技能栈与岗位需求高度契合，项目经历丰富，薪资期望合理，是极佳的候选人。,您好，我对贵司 Python 岗位非常感兴趣。我有扎实的 Python 基础，并主导过人脸识别与大模型巡检项目，希望能有机会与您进一步沟通。
python,6-10K,全职，要求在校/应届，大专,广州润梦科技有限公司,广州,工作地点：广州-白云区-太和,https://www.zhipin.com/job_detail/a83e37332dd0ad130nV62di7FldU.html,boss,88,候选人精通 Python 且具备 AI 落地项目经验，技能与岗位高度契合。作为应届生拥有省一等奖及多项软著，技术实力超出平均水平。,强烈推荐,候选人不仅满足 Python 开发要求，还具备 AI 落地能力，是难得的复合型人才。,您好，我是蒋睿，精通 Python 与 AI 落地，曾获人工智能大赛省一等奖，有完整项目经验，期待加入贵司。
python工程师/实习生,4-9K,全职，要求经验不限，本科,知习行,广州,工作地点：广州-天河区-棠下,https://www.zhipin.com/job_detail/3bee551b621091421HZ63t-6E1JQ.html,boss,86,候选人精通Python且具备大模型部署、计算机视觉等AI项目经验，与岗位技术栈高度匹配。虽学历为大专（岗位要求本科），但项目经验和竞赛获奖（人工智能应用技能大赛一等奖）显著弥补了学历短板，技术实力突出。,建议投递,技能匹配度极高，项目经验远超实习生要求，薪资范围合理，建议积极申请。,您好，我有扎实的Python开发经验，熟悉大模型部署与计算机视觉，曾获人工智能应用技能大赛一等奖，对贵司岗位非常感兴趣，期待进一步沟通。
Python、C++、TensorFlow/Caffe高级实习岗,200-250元/天,全职，要求，学历不限,国农,广州,工作地点：广州-天河区-龙洞,https://www.zhipin.com/job_detail/cd8756bacb6046c503N509q4E1RS.html,boss,85,您的 Python 技能与岗位高度匹配（85分），且具备 OpenCV、YOLO 等 AI 项目经验，与 TensorFlow/Caffe 方向契合。,建议投递,技能匹配度高，项目经验与岗位需求高度吻合，薪资在实习生合理范围内，建议积极申请。,您好，我有扎实的 Python 开发经验，熟悉 OpenCV 和 YOLO 模型训练，曾获人工智能大赛一等奖，对贵司实习岗位非常感兴趣，期待进一步沟通。
python开发,6-7K,全职，要求经验不限，本科,广州市顶科电子科技,广州,工作地点：广州-番禺区-市桥,https://www.zhipin.com/job_detail/5787cc554d2cade51HNz3d64FlpS.html,boss,85,候选人精通Python及AI相关技术，项目经验扎实，远超岗位基础要求；但学历为大专，与岗位要求的本科存在硬性差距。,建议投递,技能与项目经验高度匹配，薪资期望合理，虽学历有差距但可尝试沟通。,您好，我精通Python及AI视觉技术，获省人工智能大赛一等奖，有丰富项目开发经验，希望能有机会与您沟通。
全栈型/应用型的 Python 工程师（AI 落地）,8-13K,全职，要求1-3年，学历不限,明星说,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/b84cb198c819ffab0nBy09i8FltQ.html,boss,82,您的 Python 与 AI 落地技能高度匹配岗位需求（85分），项目经验涵盖视觉与大模型应用，但工作年限略低于 1-3 年要求（75分）。薪资范围 8-13K 符合应届生/初级工程师预期（90分），AI 方向发展前景广阔（80分）。,建议投递,技能栈与岗位高度契合，项目经验丰富且具备 AI 落地能力，虽工作年限稍短但潜力巨大，薪资期望合理，值得争取。,您好，我精通 Python 与 AI 模型部署，有计算机视觉及大模型落地项目经验，曾获人工智能大赛一等奖，期待能加入贵司。
Python,200-300元/天,全职，要求，本科,华南虎科技有限公司,广州,工作地点：广州-海珠区-琶洲,https://www.zhipin.com/job_detail/81fe71b0b4502ce103B63tm1FVNR.html,boss,80,您的 Python 技能与岗位高度匹配（85分），且具备大模型与计算机视觉项目经验。但岗位明确要求本科，您为大专学历，存在硬性门槛差距。,可以考虑,技术栈高度契合且项目经验丰富，但学历未达硬性要求，建议尝试沟通或作为备选。,您好，我精通 Python 及 AI 模型部署，有计算机视觉与大模型落地项目经验，曾获省赛一等奖。虽为大专学历，但技术扎实，希望能有机会面试沟通。
H89322岗Python后端开发（双休稳定不加班）,12-17K,全职，要求经验不限，本科,武汉佰钧成技术,广州,工作地点：广州-越秀区-东风中路,https://www.zhipin.com/job_detail/5aa209e842947eec0nBy3tq8FFZV.html,boss,76,Python技能与项目经验高度匹配，但学历为大专，与岗位要求的本科学历存在硬性差距，且缺乏企业级商业项目经验。,可以考虑,技能匹配度高且岗位经验不限，但学历未达本科要求，建议作为备选尝试投递，重点突出项目实战能力。,您好，我有扎实的Python后端开发经验，熟悉大模型部署与CV项目，曾获人工智能大赛一等奖，对贵司岗位很感兴趣，期待沟通。
python工程师,13-25K,全职，要求1-3年，本科,广州龙庭中古商贸,广州,工作地点：广州-增城区-凤凰城,https://www.zhipin.com/job_detail/01fd7f1eaebd9b2a0nZy3Nu-FVpY.html,boss,75,候选人掌握Python及AI相关技能，与岗位需求高度匹配（85分）。项目经验涉及人脸识别、大模型部署等，但多为学校/竞赛项目，缺乏商业落地经验，且工作年限（应届/实习）与要求的1-3年有差距。,可以考虑,技能匹配度高，但学历（大专）和经验年限（应届）不达标，薪资期望可能偏高，建议作为备选尝试。,您好，我精通Python及大模型部署，有计算机视觉和机器人巡检项目经验，虽为应届生但实战能力强，期待能有机会加入贵司。
python实习生,150-200元/天,全职，要求，本科,致点信息科技,广州,工作地点：广州-黄埔区-鱼珠,https://www.zhipin.com/job_detail/86a6fa353f01597d0nRy39i1FFpV.html,boss,75,您的 Python 技能与岗位高度匹配（85分），具备大模型部署与计算机视觉等前沿技术经验，项目经历丰富。但岗位要求本科，您为大专学历，存在硬性门槛差异。,可以考虑,技能完全覆盖岗位需求，但学历与岗位要求（本科）不符，建议作为备选尝试投递，重点突出项目实战能力。,您好，我有扎实的 Python 开发经验，熟悉大模型部署与 CV 技术，曾主导多个 AI 项目落地。虽学历为大专，但实战能力强，期待有机会沟通。
