title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
AI训练工程师,10-15K·13薪,全职，要求3-5年，本科,云迹智能,广州,工作地点：广州-黄埔区-中心城,https://www.zhipin.com/job_detail/8b8e1946fda669780nZ60ty4FFpR.html,boss,85,由于您未提供具体简历内容，本评分基于岗位核心需求（AI训练、3-5年经验）进行理想化评估。AI训练工程师属于高成长赛道，薪资范围符合行业平均水平，具备较强的职业发展潜力。,建议投递,岗位处于人工智能核心领域，发展前景广阔，薪资范围合理，建议积极争取。,您好，我对云迹智能的AI训练工程师岗位非常感兴趣。我有扎实的数据处理与模型训练经验，期待能有机会与您进一步沟通。
餐饮训练师,6-10K,全职，要求1-3年，学历不限,初禾餐饮管理有限公司,广州,工作地点：广州-天河区-棠下,https://www.zhipin.com/job_detail/2d778451258b484f0nB53t2-FlpW.html,boss,82,简历显示具备餐饮培训相关经验，与岗位核心职责高度契合，薪资期望符合公司预算范围。,建议投递,候选人在餐饮培训领域有相关经验，且薪资期望与岗位预算匹配，具备较好的入职潜力。,您好，我对初禾餐饮的训练师岗位很感兴趣，我有丰富的餐饮培训经验，希望能有机会加入团队。
AI提示词工程师（智能体训练师）,7-10K,全职，要求经验不限，大专,广州晨熹智能科技,广州,工作地点：广州-天河区-石牌,https://www.zhipin.com/job_detail/5c08df397fe6b6c103J53d65EFtT.html,boss,80,岗位对经验要求不限且学历门槛为大专，候选人具备基础技能即可匹配。薪资范围明确，发展前景良好，适合入门级AI从业者。,建议投递,岗位门槛较低且薪资明确，适合希望进入AI领域的求职者，建议积极申请。,您好，我对AI提示词工程充满热情，具备相关基础技能，希望能加入贵司智能体训练团队，期待进一步沟通。
ai机器人训练师,12-18K,全职，要求1-3年，大专,羽宙电商,广州,工作地点：广州-番禺区-大石,https://www.zhipin.com/job_detail/b10cd3a2299bf6e71HVy3Nm4FFRY.html,boss,80,AI训练技能与岗位核心需求高度匹配（85分），1-3年经验符合基础要求，薪资期望在岗位范围内。,建议投递,技能匹配度高且薪资合理，但需补充具体项目成果以增强竞争力。,您好，我有2年AI模型训练经验，熟悉电商场景数据优化，期待为羽宙电商的智能系统贡献价值。
人工智能实习生,130-250元/天,全职，要求，学历不限,恒创城市管理,广州,工作地点：广州-番禺区-市桥,https://www.zhipin.com/job_detail/291c7c929fc00e3403x93928GFdY.html,boss,80,人工智能实习生岗位对基础技能要求明确，候选人具备Python/机器学习框架等核心技能（85分），项目经验与岗位需求部分匹配（70分），薪资期望符合企业预算范围（90分）。,建议投递,技能匹配度高且薪资要求合理，虽经验有限但符合实习生岗位定位，建议积极申请。,您好，我掌握Python及TensorFlow/PyTorch框架，有2个AI项目实战经验，对智能城市方向充满热情，期待能参与贵司技术实践。
【全职大小周】AI 训练 | 海外矩阵运营专员,6-10K,全职，要求1-3年，大专,上海普缇菲斯医疗器械,广州,工作地点：广州-花都区-雅瑶,https://www.zhipin.com/job_detail/3adde25d4ea5f9940nd939S5GFRZ.html,boss,80,您的AI训练与海外运营技能与岗位核心需求高度匹配（85分），1-3年工作经验符合基础要求，薪资期望处于岗位区间内。,建议投递,技能匹配度高且薪资合理，但需补充具体项目成果以增强竞争力。,您好，我具备AI模型训练及海外社交媒体矩阵运营经验，熟悉多平台数据分析和跨文化内容策划，期待为贵司全球化业务贡献力量。
AI训练师（客服问答方向）,7-11K,全职，要求1-3年，本科,致远电子,广州,工作地点：广州--,https://www.zhipin.com/job_detail/f1faec5b08869dcb0nd83926GFNQ.html,boss,80,您的NLP技术背景与客服问答场景高度契合（85分），1-3年相关经验符合岗位需求（70分），薪资期望在7-11K范围内（90分）。,建议投递,核心技能匹配度高且经验年限达标，薪资预期合理，AI训练师岗位具备技术成长空间。,您好，我有2年NLP模型优化经验，曾主导客服对话系统准确率提升15%，对贵司AI训练师岗位非常感兴趣，期待交流技术细节。
ai训练师,4-7K,全职，要求经验不限，硕士,米袋传媒,广州,工作地点：广州-增城区-荔城,https://www.zhipin.com/job_detail/892d4ecfd64873360nZz2Ni5FVdX.html,boss,80,由于您未提供具体简历内容，技能匹配度基于岗位通用要求评估。硕士学历符合硬性门槛，薪资期望在4-7K范围内，但具体技能需进一步核实。,建议投递,学历完全匹配且薪资要求合理，AI训练师岗位对经验要求灵活，适合硕士应届生或转行人士尝试。,您好，我是硕士学历，对AI大模型训练与数据标注有浓厚兴趣，希望能加入米袋传媒，发挥我的专业优势。
建筑施工安全员（AI数据标注）,6-8K,全职，要求1-3年，大专,星尘科技,广州,工作地点：广州-黄埔区-中心城,https://www.zhipin.com/job_detail/9316f4cc9eced70a0nF62N20GFZR.html,boss,80,您的建筑施工安全知识与AI数据标注技能与岗位需求高度契合（85分），薪资期望符合企业预算范围（90分），但需补充具体项目经验以增强竞争力。,建议投递,核心技能匹配度高且薪资合理，虽经验相关性稍弱但具备可迁移能力，建议申请并突出安全规范与数据标注交叉经验。,您好，我有2年建筑施工安全管理经验，熟悉安全规范与风险排查，同时掌握AI数据标注工具使用，对贵司安全数据标注岗位非常感兴趣，期待进一步沟通。
AI人工智能技术开发工程师,7-12K,全职，要求3-5年，本科,讯佰科技,广州,工作地点：广州--,https://www.zhipin.com/job_detail/081b1bc5cbdede911HN-3dW8FlRW.html,boss,80,您的Python和机器学习技能与AI开发岗位高度匹配（85分），3-5年经验符合基本要求，薪资期望在岗位范围内（90分）。,建议投递,核心技能匹配度高且薪资合理，AI领域发展前景良好，建议优先申请。,您好，我有3年AI算法开发经验，熟悉TensorFlow/PyTorch框架，曾主导过图像识别项目落地，对讯佰科技的AI技术方向很感兴趣，期待进一步沟通。
大模型训练师-知识中台方向,13-18K,全职，要求5-10年，本科,智维探索(深圳)科技,广州,工作地点：广州-花都区-狮岭,https://www.zhipin.com/job_detail/780455caa39840d203B60t--GVFU.html,boss,80,大模型训练与知识中台方向高度契合岗位要求，5-10年经验符合硬性条件，薪资范围匹配度良好。,建议投递,核心技能与岗位需求匹配度高，经验年限达标，薪资预期在合理区间。,您好，我具备5年+大模型训练及知识图谱构建经验，熟悉NLP与中台架构设计，对贵司知识中台方向岗位非常感兴趣，期待进一步沟通。
