title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
数据标注/AI训练师,,全职，要求经验不限，大专,慧博云通,广州,工作地点：广州-黄埔区-科学城,https://www.zhipin.com/job_detail/c8bbc6034067e7f40nBy09i1FlNU.html,boss,90,您持有‘人工智能训练师三级证书’，且具备计算机视觉、大模型微调等核心技能，与AI训练师岗位高度契合。项目经验中涉及模型训练与数据处理的经历，能直接胜任数据标注与模型优化工作。,强烈推荐,您的技能栈完全覆盖岗位要求，且拥有相关竞赛获奖与证书，属于高潜人才，建议优先投递。,您好，我持有‘人工智能训练师三级证书’，熟悉CV模型训练与数据标注流程，有国赛一等奖经验，对贵司AI训练师岗位非常感兴趣，期待进一步沟通。
AI训练师,,全职，要求1-3年，大专,花瓣故事,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/e4e9a1f15b96297c03N73t67GFpZ.html,boss,85,候选人持有‘人工智能训练师三级证书’，且具备大模型部署微调、计算机视觉等核心技能，与AI训练师岗位高度契合。项目经验中涉及机器人智能巡检与大模型开发，实战能力强。,强烈推荐,技能与岗位需求高度匹配，拥有相关证书及丰富的大模型与CV项目经验，是理想的候选人。,您好，我持有AI训练师三级证书，熟悉大模型微调与CV技术，有机器人巡检项目实战经验，非常契合贵司AI训练师岗位，期待沟通。
数据标注/AI训练师,,全职，要求，本科,齐元机器人,广州,工作地点：广州-黄埔区-知识城,https://www.zhipin.com/job_detail/76fe224866329f5d03B73d-9GVFZ.html,boss,83,候选人持有'人工智能训练师'证书，且具备大模型微调、计算机视觉及机器人控制等实战经验，技能与岗位高度契合。虽然学历为大专（岗位要求本科），但其丰富的项目获奖经历（国赛一等奖）能有效弥补学历短板。,建议投递,候选人具备AI训练师证书及丰富的CV与大模型项目经验，虽学历为大专，但实战能力突出，建议尝试投递。,您好，我持有AI训练师证书，拥有国赛一等奖及大模型微调、视觉检测实战经验，对贵司机器人业务非常感兴趣，期待沟通。
人工智能训练师培训老师考前培训,,全职，要求1年以内，大专,智威,广州,工作地点：广州-天河区-高唐,https://www.zhipin.com/job_detail/0e9a3edf01bd015a03dz0t-5E1FU.html,boss,82,候选人持有‘人工智能训练师三级证书’且具备大模型部署、微调及计算机视觉项目经验，与岗位核心技能高度匹配。但缺乏正式的培训授课经验，且工作年限较短，经验相关性略受影响。,建议投递,技术背景扎实，证书对口，虽缺乏培训经验但具备培养潜力，薪资预期与岗位匹配度高。,您好，我持有AI训练师三级证书，具备大模型微调与CV项目实战经验，对培训岗位充满热情，期待与您交流。
ai训练师,,全职，要求1-3年，本科,晓游,广州,工作地点：广州-天河区-龙口,https://www.zhipin.com/job_detail/3e8a96016437363d03d-39-8ElRT.html,boss,80,候选人具备大模型部署与微调、计算机视觉等核心AI技能，且有省级AI大赛一等奖背书，技能匹配度高。项目经验涵盖模型训练与机器人调试，与AI训练师职责高度相关。,建议投递,候选人拥有大模型微调及计算机视觉项目经验，且获过省级AI大赛一等奖，技术实力强，尽管学历和经验年限与硬性要求有差距，但项目亮点足以弥补。,您好，我有大模型微调与CV项目实战经验，获过省级AI大赛一等奖，熟悉模型训练全流程，对贵司AI训练师岗位非常感兴趣，期待进一步沟通。
ai训练师,,全职，要求1-3年，大专,猫小二,广州,工作地点：广州-番禺区-南浦,https://www.zhipin.com/job_detail/7234dec8abf418ec1HF939y6GVpW.html,boss,80,候选人拥有人工智能训练师三级证书，且项目经验涵盖大模型微调、计算机视觉及机器人巡检，与AI训练师岗位高度契合。,建议投递,技能匹配度高，具备相关证书及丰富项目经验，符合1-3年工作经验要求，建议积极申请。,您好，我有AI训练师三级证书，熟悉大模型微调与CV技术，曾主导人脸识别与机器人巡检项目，期待与您沟通。
电商AI客服训练师,,全职，要求1-3年，大专,深呼吸时尚,广州,工作地点：广州-天河区-广州东站,https://www.zhipin.com/job_detail/6fd4b25f22654b6503Z53dm7FFJT.html,boss,80,候选人具备大模型微调与部署经验，且拥有电商小程序开发背景，技能与岗位需求高度契合。竞赛获奖与AI证书证明了其学习能力，符合岗位对AI应用能力的要求。,建议投递,候选人具备大模型微调经验及电商开发背景，技能与岗位需求高度契合，且拥有相关竞赛奖项，具备较强的学习与应用能力。,您好，我有大模型微调及电商小程序开发经验，曾获AI大赛一等奖，对贵司AI客服岗位非常感兴趣，期待沟通。
AI训练师,,全职，要求1-3年，本科,极飞科技,广州,工作地点：广州-天河区-科学城,https://www.zhipin.com/job_detail/ab62778dfa10c7da03d72dy_GVJS.html,boss,80,您的 Python、大模型微调及计算机视觉技能与 AI 训练师岗位高度匹配（85分），且持有相关证书；但学历为大专且缺乏企业级实战经验，经验相关性略低（70分）。,建议投递,技能匹配度高，项目经验与岗位方向一致，虽学历和经验年限略有差距，但具备核心竞争力，值得尝试。,您好，我持有“人工智能训练师”证书，熟悉大模型微调与CV项目落地，对极飞农业AI场景很感兴趣，期待进一步沟通。
ai机器人训练师,,全职，要求1-3年，大专,羽宙电商,广州,工作地点：广州-番禺区-大石,https://www.zhipin.com/job_detail/b10cd3a2299bf6e71HVy3Nm4FFRY.html,boss,78,候选人具备Python、OpenCV及大模型微调经验，与AI机器人训练师岗位高度契合。项目经历中涉及机器人巡检与模型开发，技术栈匹配度高。,建议投递,技能匹配度高，项目经验与岗位核心职责相关，且具备相关竞赛获奖经历，建议积极申请。,您好，我有Python及大模型微调经验，曾主导机器人智能巡检系统开发，对AI训练师岗位非常感兴趣，期待进一步沟通。
人工智能训练师/AI流程训练师,,全职，要求1-3年，大专,广州易云,广州,工作地点：广州--,https://www.zhipin.com/job_detail/6150ca8e1cfb1aaa03V72dW0GFFW.html,boss,78,候选人持有'人工智能训练师三级证书'，且项目经验涵盖大模型微调、YOLO训练及OpenCV应用，技能与岗位高度匹配。但岗位明确要求1-3年经验，候选人作为应届生/实习生，实际工作年限略低于要求。,建议投递,虽然工作年限稍显不足，但候选人具备AI训练师证书及丰富的大模型/计算机视觉项目实战经验，技能匹配度极高，值得争取。,您好，我持有AI训练师三级证书，熟悉大模型微调与YOLO训练，有机器人巡检等AI项目实战经验，希望能有机会加入贵司。
