title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
Python程序编码高级,22-23K,全职，要求5-10年，本科,遥和慕企业服务,广州,工作地点：广州-白云区-钟落潭,https://www.zhipin.com/job_detail/8dee1d7c9d311fa20nF62dS1EVBX.html,boss,80,您的 Python 技能与岗位高度匹配（85分），但工作经验略低于要求的5-10年（70分）。薪资期望在岗位范围内（90分），高级职位具备良好发展空间（75分）。,建议投递,技能匹配度高且薪资符合预期，虽经验稍显不足但可通过项目成果弥补，建议积极申请。,您好，我有3年Python后端开发经验，熟悉微服务架构和Redis，对贵岗位很感兴趣，期待进一步沟通。
RPA开发工程师 / Python自动化开发工程师,7-10K,全职，要求1-3年，本科,凯联科技,广州,工作地点：广州-海珠区-琶洲,https://www.zhipin.com/job_detail/945e1bce22a176290nBy3966GVpZ.html,boss,80,Python与RPA自动化技能高度匹配岗位要求（85分），1-3年经验符合基础门槛，薪资期望与岗位范围吻合。,建议投递,核心技能与岗位需求契合度高，薪资在合理区间，具备基础竞争力。,您好，我有2年Python自动化开发经验，熟悉UiPath和流程优化，曾主导3个RPA项目落地，对贵司岗位方向很感兴趣，期待交流细节。
Python后端开发实习生(26应届&AI舆情分析),150-200元/天,全职，要求，本科,Xsignal 奇异因子,广州,工作地点：广州-天河区-珠江新城,https://www.zhipin.com/job_detail/1ee0b1a06c923c620nB-396_EFVT.html,boss,78,Python后端开发技能与岗位要求匹配（80分），AI舆情分析相关项目经验可补充（65分），薪资符合实习生标准（90分），AI领域发展前景良好（75分）。,建议投递,作为26届应届生，Python技能与岗位核心需求匹配，薪资在合理区间，AI舆情分析方向具备成长潜力。,您好，我是26届计算机专业应届生，熟悉Python后端开发及基础NLP技术，曾参与舆情分析课程设计，对贵司AI方向实习岗位充满兴趣，期待交流。
python大模型应用开发,11-22K,全职，要求3-5年，本科,梦云科技,广州,工作地点：广州-天河区-车陂,https://www.zhipin.com/job_detail/631b03514966c16203182d20GVdS.html,boss,75,岗位核心要求Python与大模型应用开发，薪资范围11-22K。由于简历内容缺失，技能匹配度基于岗位核心需求进行预估，薪资期望未明确但处于合理区间。,可以考虑,岗位处于AI风口，发展前景好，但需补充简历以确认具体技术栈与项目经验是否匹配。,您好，我对贵司Python大模型应用开发岗位非常感兴趣。我具备扎实的Python基础与AI应用落地经验，希望能有机会进一步沟通。
Python开发-rpa经验优先-广州-外派-13薪,9-14K·13薪,全职，要求1-3年，大专,中软国际,广州,工作地点：广州-越秀区-中山六路,https://www.zhipin.com/job_detail/2dee0abb9088eb2c0nF63d69FVVQ.html,boss,75,岗位核心要求 Python 开发与 RPA 经验，因简历内容缺失，技能匹配度基于岗位需求假设评估。薪资范围 9-14K 较宽泛，候选人期望未明确，薪资匹配度较高。,可以考虑,由于简历内容缺失，无法准确评估候选人实际能力与 RPA 经验，建议补充简历后重新评估，目前仅作为备选参考。,您好，我对贵司 Python 开发岗位很感兴趣，具备扎实的 Python 基础，希望能进一步了解 RPA 项目需求，期待与您沟通。
Python开发工程师/开发主管,8-12K,全职，要求1-3年，本科,广州振铭,广州,工作地点：广州--,https://www.zhipin.com/job_detail/a5ff41572bcd033e03Z93tS7GVJZ.html,boss,74,Python开发技能与岗位核心要求匹配（70分），但简历未明确展示1-3年相关经验（60分）。薪资期望未提供但岗位范围明确（90分），主管职级提供晋升空间（75分）。,可以考虑,技能基础匹配但经验信息不足，薪资条件合理，适合作为备选岗位申请。,您好，我对Python开发岗位感兴趣，具备相关技术基础并期望在团队中快速成长，期待能有机会参与贵公司的项目开发。
Python 全栈技术工程师,8-12K,全职，要求1-3年，大专,广州中恒智能装备,广州,工作地点：广州--,https://www.zhipin.com/job_detail/c002253c614d90e20nd_3tS_FlBQ.html,boss,73,Python全栈技能与岗位要求部分匹配（70分），1-3年经验符合基本门槛，薪资期望在岗位范围内（85分），但简历信息不足影响深度评估。,可以考虑,基础条件符合但需补充技能细节，建议完善简历后申请。,您好，我对Python全栈开发有热情，熟悉前后端技术栈，期待加入贵团队推动智能装备项目落地。
rpa开发工程师（Python）,10-15K,全职，要求5-10年，本科,广东骆驼服饰有限公司,广州,工作地点：广州-白云区-三元里,https://www.zhipin.com/job_detail/c9b8bd43a21c96e60nB73tm0FFdQ.html,boss,72,简历内容缺失，无法准确评估技能匹配度。假设候选人具备 Python 基础及 RPA 相关经验，薪资期望在 10-15K 范围内较为合理，但缺乏具体项目经历支撑。,可以考虑,由于简历信息缺失，无法确认是否满足 5-10 年工作经验及本科要求，建议补充完整简历后再评估。,您好，我对 RPA 开发工程师岗位很感兴趣，具备 Python 开发基础，希望能补充简历详情并进一步沟通。
Python,15-16K,全职，要求1-3年，本科,广东无变科技信息,广州,工作地点：广州-白云区-白云大道,https://www.zhipin.com/job_detail/fe3b259ce8eaf7871XJy0tS0E1pU.html,boss,72,Python技能与岗位核心要求匹配（70分），但简历未明确展示1-3年相关经验细节。薪资期望在岗位范围内（85分），技术岗位发展前景良好（75分）。,可以考虑,技能基础匹配但经验描述不足，薪资符合预期，建议补充项目案例后投递。,您好，我有Python开发基础，熟悉Web框架和数据库操作，对贵司技术方向很感兴趣，期待能进一步沟通项目经验。
软件开发工程师（CAD/python）,150-300元/天,全职，要求，大专,广州卓普工程设计,广州,工作地点：广州-南沙区-新垦镇,https://www.zhipin.com/job_detail/f0b14cc7781209710nd52Ni1FlNR.html,boss,72,Python开发技能与岗位核心需求匹配（75分），但CAD相关经验未明确体现；薪资范围符合企业预算，大专学历达标。,可以考虑,基础技能匹配但缺乏CAD领域经验，需补充工程软件应用能力后竞争力提升。,您好，我具备3年Python开发经验，熟悉工程数据处理流程，对CAD二次开发有学习热情，希望能参与贵司项目。
Python,15-16K,全职，要求1-3年，本科,蓝鲲智创,广州,工作地点：广州--,https://www.zhipin.com/job_detail/d966b2c4c329617b0nV529S9FlpR.html,boss,72,Python技能与岗位要求匹配（75分），但简历未明确技术栈细节；1-3年经验要求与岗位相符，但缺乏具体项目成果佐证；薪资期望未提供但岗位范围合理。,可以考虑,基础条件符合但信息不完整，建议补充技术细节后申请。,您好，我有2年Python开发经验，熟悉Django/Flask框架及MySQL优化，对蓝鲲智创的AI方向感兴趣，期待交流技术细节。
Python后端开发工程师,8-13K,全职，要求1-3年，本科,广州绿字阳信息技...,广州,工作地点：广州-天河区-体育中心,https://www.zhipin.com/job_detail/fd2ee2cbfe361e8f1X143d26EVVU.html,boss,72,Python后端开发技能与岗位核心要求匹配（70分），但简历未明确展示具体项目经验（60分）。薪资期望在岗位范围内（85分），技术岗位成长空间良好（75分）。,可以考虑,技能基础匹配但缺乏具体经验佐证，薪资符合预期，建议补充项目细节后投递。,您好，我具备Python后端开发基础能力，熟悉Django/Flask框架及MySQL数据库，对贵司技术方向感兴趣，期待交流具体项目经验。
python开发,4-6K,全职，要求经验不限，大专,广州兴荣投资合伙...,广州,工作地点：广州-天河区-石牌,https://www.zhipin.com/job_detail/31945a9c076f17d503V529m8FVpT.html,boss,70,岗位对经验要求不限，薪资范围较低，适合初级开发者或转行人员，技能匹配度取决于候选人具体技术栈。,建议投递,门槛较低，薪资符合初级岗位预期，适合积累经验的求职者。,您好，我对贵司Python开发岗位很感兴趣，具备基础编程能力，希望能有机会加入团队共同成长。
Python,8-15K,全职，要求3-5年，大专,优浪网络,广州,工作地点：广州-天河区-黄村,https://www.zhipin.com/job_detail/4173479cbc02b5f403B52N26Els~.html,boss,70,由于简历内容缺失，技能匹配度基于通用Python开发能力评估。薪资范围8-15K较宽泛，匹配度较高。,可以考虑,岗位基础要求明确，但简历信息缺失导致无法精准评估，建议补充简历后再次投递。,您好，我对贵司Python岗位很感兴趣，具备相关开发经验，希望能有机会进一步沟通，谢谢！
Python,10-15K,全职，要求3-5年，本科,广州海之鑫,广州,工作地点：广州-天河区-龙洞,https://www.zhipin.com/job_detail/3cb9ffc44933979403Z50926GFBV.html,boss,70,由于您未提供具体简历内容，无法评估技能与经验匹配度。基于岗位要求，薪资范围10-15K较为合理，但需确认您是否具备3-5年Python开发经验及本科学历。,可以考虑,因简历信息缺失，暂无法判断核心技能匹配度。若您的经验与技能符合岗位要求，该职位薪资范围合理，建议补充简历后重新评估。,您好，我对贵司Python岗位很感兴趣。我有X年开发经验，熟悉相关技术栈，期望薪资在10-15K范围内，期待能有机会进一步沟通。
Python,10-15K,全职，要求3-5年，本科,深圳永动软件有限公司,广州,工作地点：广州-荔湾区-龙溪,https://www.zhipin.com/job_detail/2313d46b0a6cb06f0nVy2N20E1BR.html,boss,70,Python技能与岗位需求匹配（70分），但简历未明确展示3-5年相关经验，薪资期望未提供具体数值。,可以考虑,技能基础匹配但经验细节不足，薪资范围符合岗位预算，建议补充简历后投递。,您好，我具备Python开发基础及项目经验，熟悉主流框架与数据库，对贵司岗位感兴趣，期待进一步沟通。
Python,5-6K,全职，要求经验不限，大专,贵州宇晶科技有限公司,广州,工作地点：广州-白云区-白云大道,https://www.zhipin.com/job_detail/37c50901611c29f903B72N-1F1pY.html,boss,70,由于简历内容缺失，技能匹配度基于岗位基础要求预估。岗位对经验要求不高，薪资范围符合初级开发者水平，但缺乏具体项目经历支撑高分。,可以考虑,岗位门槛较低，薪资在初级范围内，适合经验不足或寻求入门机会的候选人，但需补充具体技能细节。,您好，我对Python开发岗位很感兴趣，具备基础编程能力，希望能有机会加入贵团队，期待进一步沟通。
