title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
人工智能训练师培训老师考前培训,,全职，要求1年以内，大专,智威,广州,工作地点：广州-天河区-高唐,https://www.zhipin.com/job_detail/0e9a3edf01bd015a03dz0t-5E1FU.html,boss,78,岗位对经验要求较低（1年以内），且学历门槛为大专，候选人若具备基础教学或AI相关背景即可匹配。薪资未明确，但岗位门槛适中，整体匹配度尚可。,建议投递,岗位门槛较低，适合初入职场或转行人士，且AI培训领域发展前景较好，建议尝试申请。,您好，我对人工智能训练师培训岗位很感兴趣，具备相关教学/培训经验，希望能有机会加入贵司，期待您的回复。
人工智能训练师/AI流程训练师,,全职，要求1-3年，大专,广州易云,广州,工作地点：广州--,https://www.zhipin.com/job_detail/6150ca8e1cfb1aaa03V72dW0GFFW.html,boss,75,岗位要求的1-3年AI训练经验与候选人背景基本匹配，但简历未明确展示具体技术栈（如数据标注工具/模型调优经验），薪资期望未提供但符合行业基准。,建议投递,基础条件符合岗位要求，建议补充具体项目案例后申请。,您好，我有2年AI数据标注与流程优化经验，熟悉模型训练基础流程，对贵司AI训练师岗位很感兴趣，期待进一步沟通。
人工智能训练师证书校园推广大使（兼职）,,全职，要求经验不限，中专/中技,广州象九数字传媒,广州,工作地点：广州-花都区-花山,https://www.zhipin.com/job_detail/de2cd76ece43b9eb03d429i-EVNU.html,boss,74,岗位要求中专学历且经验不限，候选人基础条件符合；但薪资未明确导致匹配度中等，校园推广类岗位职业成长空间有限。,建议投递,学历与经验要求完全匹配，薪资可协商，适合学生群体积累推广经验。,您好，我是XX大学在校生，有校园活动推广经验，擅长沟通与社群运营，对人工智能领域充满热情，期待参与贵司项目！
ai训练师,,全职，要求1-3年，大专,猫小二,广州,工作地点：广州-番禺区-南浦,https://www.zhipin.com/job_detail/7234dec8abf418ec1HF939y6GVpW.html,boss,65,由于简历内容缺失，无法评估具体技能匹配度，但AI训练师岗位对数据敏感度和模型理解有较高要求，建议补充相关项目经验。薪资未明确，暂按可协商处理。,可以考虑,岗位处于AI行业上升期，发展前景好，但需补充简历以确认核心技能匹配度。,您好，我对AI训练师岗位很感兴趣，具备数据标注与模型调优经验，期待能进一步沟通您的团队需求。
数据标注/AI训练师,,全职，要求，本科,齐元机器人,广州,工作地点：广州-黄埔区-知识城,https://www.zhipin.com/job_detail/76fe224866329f5d03B73d-9GVFZ.html,boss,60,简历信息缺失导致技能与经验匹配度无法准确评估，但岗位基础要求（本科）可能符合。薪资未明确但岗位范围未限定，发展前景受AI行业增长支撑。,可以考虑,岗位基础门槛较低，但简历信息不足影响精准匹配，建议补充经历后申请。,您好，我对数据标注与AI训练方向有浓厚兴趣，具备本科背景及数据处理基础能力，期待为齐元机器人贡献价值。
ai训练师,,全职，要求1-3年，本科,晓游,广州,工作地点：广州-天河区-龙口,https://www.zhipin.com/job_detail/3e8a96016437363d03d-39-8ElRT.html,boss,56,由于您未提供简历内容，无法评估技能与经验匹配度。AI训练师岗位通常要求具备数据标注、模型评估及基础算法理解能力，建议补充简历信息以获取精准分析。,可以考虑,岗位属于AI行业新兴方向，发展前景较好，但缺乏简历信息导致匹配度无法准确评估，建议补充简历后重新分析。,您好，我对晓游的AI训练师岗位非常感兴趣。我有相关的数据处理与模型评估经验，希望能有机会进一步沟通。
数据标注/AI训练师,,全职，要求经验不限，大专,慧博云通,广州,工作地点：广州-黄埔区-科学城,https://www.zhipin.com/job_detail/c8bbc6034067e7f40nBy09i1FlNU.html,boss,55,由于您未提供简历内容，无法评估具体技能与经验匹配度。该岗位门槛较低（经验不限、大专），理论上匹配度较高，但缺乏简历支撑。,可以考虑,岗位门槛较低，但缺乏简历信息导致无法精准评估，建议补充简历后重新分析。,您好，我对数据标注/AI训练师岗位很感兴趣，具备细心和高效的工作习惯，希望能有机会参与贵公司的AI训练项目。
ai机器人训练师,,全职，要求1-3年，大专,羽宙电商,广州,工作地点：广州-番禺区-大石,https://www.zhipin.com/job_detail/b10cd3a2299bf6e71HVy3Nm4FFRY.html,boss,30,简历内容缺失，无法评估技能与经验匹配度。岗位为AI机器人训练师，需1-3年经验及大专学历，建议补充简历后重新评估。,可以考虑,因简历信息缺失，无法判断匹配度。岗位发展前景较好，建议补充简历后进一步分析。,您好，我对AI机器人训练师岗位很感兴趣，具备相关经验，期待进一步沟通。
AI训练师,,全职，要求1-3年，本科,极飞科技,广州,工作地点：广州-天河区-科学城,https://www.zhipin.com/job_detail/ab62778dfa10c7da03d72dy_GVJS.html,boss,20,简历内容缺失，无法提取核心技能与工作经验，导致技能与经验匹配度无法评估。,不推荐,由于简历内容为空，无法判断候选人是否符合岗位要求，建议补充完整简历后再进行评估。,您好，我对极飞科技的AI训练师岗位非常感兴趣，但简历内容尚未完善，希望能补充相关经历后与您进一步沟通。
电商AI客服训练师,,全职，要求1-3年，大专,深呼吸时尚,广州,工作地点：广州-天河区-广州东站,https://www.zhipin.com/job_detail/6fd4b25f22654b6503Z53dm7FFJT.html,boss,0,未提供简历内容，无法提取核心技能、工作年限及主要成就，导致无法评估与电商AI客服训练师岗位的匹配度。,不推荐,由于简历内容为空，无法判断候选人是否满足1-3年经验及大专学历等硬性要求，建议补充完整简历后再进行评估。,您好，我注意到贵司正在招聘电商AI客服训练师，但我目前尚未上传详细简历。希望能补充我的相关经验与技能，期待与您进一步沟通。
