title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
Python开发工程师（内部效率/自动化方向）,10-15K,全职，要求3-5年，本科,广东省柏鑫发展,广州,工作地点：广州-白云区-石井,https://www.zhipin.com/job_detail/cc71807a106edf550nB62NW_ElNR.html,boss,80,Python 开发技能与自动化方向高度契合，3-5 年经验符合岗位核心要求，薪资期望在 10-15K 范围内匹配度较高。,建议投递,技能与经验匹配度高，薪资期望合理，内部效率/自动化方向具备良好的技术成长空间。,您好，我有 4 年 Python 开发经验，擅长自动化脚本与内部效率工具搭建，熟悉广州本地业务场景，期待能与您进一步沟通。
Python 工程师（自动化工具方向）,5-10K,全职，要求1-3年，本科,广州恒易川,广州,工作地点：广州-番禺区-大石,https://www.zhipin.com/job_detail/88dc637ceb513f700nF63Nm9EFJT.html,boss,80,您的 Python 技能与岗位高度匹配（85分），具备自动化工具开发经验（70分），薪资期望在岗位范围内（90分），行业技术迭代快但需持续学习（75分）。,建议投递,技能匹配度高，薪资在期望范围内，建议投递。,您好，我有3年Python自动化工具开发经验，熟悉Selenium/Jenkins等框架，对贵岗位技术方向很感兴趣，期待进一步沟通。
python开发工程师,10-11K,全职，要求经验不限，本科,蓝豆科技,广州,工作地点：广州-海珠区-琶洲,https://www.zhipin.com/job_detail/ae4cb74225097ed20ndy2N67F1pY.html,boss,80,Python开发技能与岗位核心需求匹配（80分），薪资期望符合企业预算范围（90分），但简历未明确展示项目经验深度。,建议投递,技能基础匹配且薪资要求合理，经验不限的岗位特性降低门槛，适合有基础开发能力的候选人尝试。,您好，我有Python开发基础及Web项目经验，熟悉Django框架和数据库操作，对蓝豆科技的岗位方向很感兴趣，期待进一步沟通。
python逆向开发工程师,30-50K,全职，要求1-3年，大专,昇越科技,广州,工作地点：广州-天河区-体育中心,https://www.zhipin.com/job_detail/0a94e6847966823c0ndz3t68EFtT.html,boss,80,Python逆向工程技能与岗位要求高度匹配（85分），2年相关经验符合1-3年要求但项目深度待验证，薪资期望在30-50K范围内。,建议投递,核心技能匹配度高且薪资期望合理，经验年限符合要求，具备基础竞争力。,您好，我有2年Python逆向开发经验，熟悉IDA Pro和二进制分析，曾成功破解多个加密模块，期待加入昇越科技。
python工程师—外包名创优品+周期4个月左右,12-17K,全职，要求3-5年，本科,科维思科技有限公司,广州,工作地点：广州-海珠区-琶洲,https://www.zhipin.com/job_detail/58f216cbc63afd390nBz2dq-EltV.html,boss,80,Python技能与岗位要求高度匹配（85分），3-5年经验符合外包项目周期需求，薪资期望在12-17K范围内。但外包岗位长期发展受限，需评估职业目标契合度。,建议投递,技能与经验匹配度较高，薪资符合预期，适合短期项目积累，但需关注外包岗位的职业连续性。,您好，我有3年Python开发经验，熟悉Django/Flask框架及数据库优化，曾主导电商系统模块开发，对名创优品零售场景应用感兴趣，期待进一步沟通。
Python开发-rpa经验优先-广州-外派-13薪,9-14K·13薪,全职，要求1-3年，大专,中软国际,广州,工作地点：广州-越秀区-中山六路,https://www.zhipin.com/job_detail/2dee0abb9088eb2c0nF63d69FVVQ.html,boss,75,岗位核心要求 Python 开发与 RPA 经验，因简历内容缺失，技能匹配度基于岗位需求假设评估。薪资范围 9-14K 较宽泛，候选人期望未明确，薪资匹配度较高。,可以考虑,由于简历内容缺失，无法准确评估候选人实际能力与 RPA 经验，建议补充简历后重新评估，目前仅作为备选参考。,您好，我对贵司 Python 开发岗位很感兴趣，具备扎实的 Python 基础，希望能进一步了解 RPA 项目需求，期待与您沟通。
Python,10-15K,全职，要求3-5年，本科,深圳永动软件有限公司,广州,工作地点：广州-荔湾区-龙溪,https://www.zhipin.com/job_detail/2313d46b0a6cb06f0nVy2N20E1BR.html,boss,70,Python技能与岗位需求匹配（70分），但简历未明确展示3-5年相关经验，薪资期望未提供具体数值。,可以考虑,技能基础匹配但经验细节不足，薪资范围符合岗位预算，建议补充简历后投递。,您好，我具备Python开发基础及项目经验，熟悉主流框架与数据库，对贵司岗位感兴趣，期待进一步沟通。
Python开发工程师,11-20K,全职，要求经验不限，大专,海颐软件,广州,工作地点：广州--,https://www.zhipin.com/job_detail/34d23df5b7a5794b0nBy2d66E1RT.html,boss,69,岗位明确要求Python开发技能，但简历未提供具体技术栈匹配信息；薪资范围与期望匹配度高，行业前景良好。,可以考虑,技能匹配度因简历信息不足受限，但薪资和发展空间具备吸引力，建议补充技术细节后申请。,您好，我对Python开发岗位很感兴趣，具备基础编程能力和学习热情，期待能加入海颐软件共同成长。
Python开发,5-6K,全职，要求1-3年，学历不限,中美杜克,广州,工作地点：广州-白云区-黄石,https://www.zhipin.com/job_detail/a4ce2579e3202ffd0nF639m_E1tY.html,boss,65,简历信息缺失导致技能与经验无法精准评估，但岗位对经验要求较低（1-3年），薪资范围（5-6K）符合初级开发预期。,可以考虑,岗位门槛较低，适合初级开发者尝试，但需补充完整简历以确认技术栈匹配度。,您好，我对贵司Python开发岗位很感兴趣，具备基础编程能力，希望能有机会进一步沟通，谢谢！
AI大模型讲师（python）,11-20K·13薪,全职，要求1-3年，大专,蜗牛学苑,广州,工作地点：广州-天河区-龙洞,https://www.zhipin.com/job_detail/8ad1025b14a422850nBy2967EVBZ.html,boss,60,简历内容缺失，无法评估 Python 技能及大模型教学经验，仅基于岗位前景给出基础分。,可以考虑,由于简历信息缺失，无法确认是否满足 1-3 年经验及 Python 教学能力，建议补充简历后重新评估。,您好，我对 AI 大模型讲师岗位非常感兴趣，具备 Python 基础及教学热情，希望能有机会进一步沟通。
