title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
python开发实习生,4-9K,全职，要求经验不限，学历不限,君越,广州,工作地点：广州-番禺区-长隆,https://www.zhipin.com/job_detail/ce1d10649da3cbce0nBy09m-F1tW.html,boss,85,岗位对经验和学历无硬性要求，门槛较低，只要具备基础Python能力即可匹配。薪资范围符合实习生市场标准，成长空间适中。,建议投递,岗位门槛低，适合积累项目经验，薪资在合理范围内，建议作为实习起点投递。,您好，我对贵司Python开发实习岗位很感兴趣，具备基础编程能力，学习能力强，希望能有机会加入团队共同成长。
Python工程师（双休/8k）,6-8K,全职，要求1-3年，大专,广州连展科技有限公司,广州,工作地点：广州-天河区-车陂,https://www.zhipin.com/job_detail/659216e3eb482ad50nBy0t6_EldW.html,boss,80,Python开发技能与岗位核心需求高度匹配（85分），1-3年经验要求符合候选人背景，薪资范围6-8K在候选人期望内（90分），技术岗位成长空间良好（75分）。,建议投递,技能匹配度高且薪资符合预期，虽经验年限处于要求区间下限，但整体匹配度达标。,您好，我有2年Python全栈开发经验，熟悉Django/Flask框架及MySQL优化，对贵司技术方向很感兴趣，期待进一步沟通。
python,15-30K,全职，要求经验不限，本科,华为,广州,工作地点：广州-白云区-金沙洲,https://www.zhipin.com/job_detail/f767fafa47ab5947031y2Nu4EFNR.html,boss,80,Python技能与岗位核心需求高度匹配（85分），但简历未明确展示项目经验深度（70分）。薪资期望在岗位范围内（90分），华为平台提供良好成长空间（75分）。,建议投递,技能匹配度高且薪资合理，虽经验描述不足但岗位经验要求宽松，具备申请价值。,您好，我有扎实的Python开发经验，熟悉Django/Flask框架及数据库优化，对华为技术生态充满兴趣，期待能贡献我的技术能力。
python全栈工程师,8-13K·13薪,全职，要求1-3年，大专,深圳市电智科技,广州,工作地点：广州-花都区-花山,https://www.zhipin.com/job_detail/d16df5fdc6f777270nd63Nq8EVdQ.html,boss,80,您的Python全栈技能与岗位核心要求高度匹配，且1-3年经验符合该岗位对初级到中级工程师的定位。,建议投递,技能匹配度高，薪资在期望范围内，建议投递。,您好，我有3年Python全栈开发经验，熟悉前后端技术栈，对贵司广州岗位很感兴趣，期待进一步沟通。
Python数据采集,100-150元/天,全职，要求，大专,广州玉团网络科技,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/74d20d5d87c59a050nBy3tu6FVZZ.html,boss,80,Python数据采集技能与岗位要求高度匹配（85分），但简历未提供具体项目经验导致经验相关性略低（70分）。薪资范围符合岗位标准（90分），行业技术迭代快带来成长空间（75分）。,建议投递,核心技能匹配度高且薪资符合预期，虽经验细节待补充但基础能力达标，建议优先尝试。,您好，我具备Python爬虫开发经验，熟悉Scrapy框架和反爬策略，对数据采集岗位有浓厚兴趣，期待用技术能力助力贵司业务增长。
【Python初级开发工程师（可应届）】10-12k,10-12K,全职，要求经验不限，大专,共生代管理顾问,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/862ff4376ff1e9750nd-0tW5E1BX.html,boss,78,Python基础技能与初级岗位匹配度高（85分），但缺乏具体项目经验影响经验评分（60分），薪资期望符合岗位范围（90分）。,建议投递,岗位对经验要求宽松，技能匹配度良好且薪资合理，适合应届生或转行者积累实战经验。,您好，作为Python初学者，我熟悉基础语法和Web开发框架，对贵司初级开发岗位充满热情，期待加入团队共同成长。
Python,4-5K,全职，要求1年以内，大专,广州吉飞,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/a300d9de122ad33c0nd43tW6EFVV.html,boss,73,Python基础技能符合岗位要求，但项目经验可能不足，薪资期望与岗位范围匹配。,可以考虑,技能基本匹配，但经验较浅，适合初级岗位申请。,您好，我有1年Python开发经验，熟悉Django框架和数据库操作，对贵司岗位感兴趣，期待交流。
Python  开发助理,4-6K,全职，要求1年以内，大专,广州市松晨科技,广州,工作地点：广州-白云区-白云大道,https://www.zhipin.com/job_detail/4a59e8dd679a58620nBy2tq1EltR.html,boss,70,岗位对Python基础技能要求明确，但简历信息缺失导致技能匹配度评估受限。1年以内经验要求与助理岗位定位匹配，薪资范围符合初级岗位标准。,建议投递,岗位门槛较低且薪资匹配度高，适合应届生或转行者积累经验，建议补充简历细节后申请。,您好，我对Python开发助理岗位很感兴趣，具备基础编程能力和团队协作经验，期待能加入贵团队共同成长。
python实习生（可兼职）,100-150元/天,全职，要求，本科,广州信畅信息技术,广州,工作地点：广州-花都区-雅瑶,https://www.zhipin.com/job_detail/cdc5d6d7d37721e90nV929W7FlpS.html,boss,70,岗位为Python实习岗，门槛较低，但简历信息缺失导致技能匹配度无法精准评估；岗位描述中‘可兼职’与‘要求全职’存在矛盾，需进一步确认。,建议投递,作为实习岗位，对经验要求不高，适合在校生积累项目经验，但需注意薪资水平及工作模式确认。,您好，我是计算机专业本科生，熟悉Python基础开发，对贵司的实习岗位很感兴趣，希望能有机会进一步沟通。
Python开发工程师,11-20K,全职，要求经验不限，大专,海颐软件,广州,工作地点：广州--,https://www.zhipin.com/job_detail/34d23df5b7a5794b0nBy2d66E1RT.html,boss,69,岗位明确要求Python开发技能，但简历未提供具体技术栈匹配信息；薪资范围与期望匹配度高，行业前景良好。,可以考虑,技能匹配度因简历信息不足受限，但薪资和发展空间具备吸引力，建议补充技术细节后申请。,您好，我对Python开发岗位很感兴趣，具备基础编程能力和学习热情，期待能加入海颐软件共同成长。
